COUNTY AREA TOTAL DEM REP LIB WRI
"Prince William County" "312 - Triangle " 795 476 312 7 0
"Prince William County" "313 - Cardinal" 862 532 324 5 1
"Prince William County" "314 - Cabin Branch" 853 472 377 4 0
"Prince William County" "315 - Williams" 475 371 97 7 0
"Prince William County" "401 - Evergreen" 1176 352 813 11 0
"Prince William County" "402 - Battlefield" 1139 345 790 4 0
"Prince William County" "403 - Bull Run" 917 419 494 4 0
"Prince William County" "404 - Ben Lomond" 792 468 316 7 1
"Prince William County" "405 - Unity Braxton" 1029 587 432 10 0
"Prince William County" "406 - Alvey" 335 110 223 2 0
"Prince William County" "407 - Heritage Hunt" 1094 384 704 5 1
"Prince William County" "408 - Sudley" 756 378 371 7 0
"Prince William County" "409 - Tyler" 1193 577 610 5 1
"Prince William County" "410 - Mountain View" 1027 388 634 5 0
"Prince William County" "411 - Mullen" 959 615 328 16 0
"Prince William County" "412 - Catharpin" 809 233 573 3 0
"Prince William County" "413 - Reagan" 1391 530 853 7 1
"Prince William County" "501 - Lake Ridge" 1043 583 452 8 0
"Prince William County" "502 - Occoquan" 696 403 285 8 0
"Prince William County" "503 - Old Bridge" 802 499 289 13 1
"Prince William County" "504 - Rockledge" 755 426 322 5 2
"Prince William County" "505 - Mohican" 1159 640 504 13 2
"Prince William County" "506 - Bethel" 1069 578 480 11 0
"Prince William County" "507 - Chinn" 930 543 383 4 0
"Prince William County" "508 - Springwoods" 752 475 270 7 0
"Prince William County" "509 - Mc Coart" 1221 510 701 7 3
"Prince William County" "510 - Yates Ford" 938 357 574 6 1
"Prince William County" "511 - Westridge" 1260 686 562 12 0
"Prince William County" "512 - York" 891 646 236 7 2
"Prince William County" "513 - Lynnwood" 989 508 471 9 1
"Prince William County" "514 - Antietam" 1236 712 511 13 0
"Prince William County" "601 - Dale" 753 532 216 4 1
"Prince William County" "602 - Beville" 1290 867 405 16 2
"Prince William County" "603 - Hampton" 663 493 166 3 1
"Prince William County" "604 - Gideon" 730 486 241 3 0
"Prince William County" "605 - Minnieville" 738 392 338 7 1
"Prince William County" "606 - Bel Air" 766 409 351 5 1
"Prince William County" "607 - Kerrydale" 1037 668 355 14 0
"Prince William County" "608 - Enterprise" 861 516 329 16 0
"Prince William County" "609 - King" 46 37 9 0 0
"Prince William County" "609 - King" 1174 717 445 12 0
"Prince William County" "610 - Fitzgerald" 1067 704 352 10 1
"Prince William County" "611 - Neabsco" 728 467 254 7 0
"Prince William County" "701 - Belmont" 981 515 459 7 0
"Prince William County" "702 - Library" 916 644 260 12 0
"Prince William County" "703 - Lynn" 444 310 129 5 0
"Prince William County" "704 - Porter" 791 587 198 6 0
"Prince William County" "705 - Potomac View" 585 305 278 2 0
"Prince William County" "706 - Rippon" 978 584 388 5 1
"Prince William County" "707 - Kilby" 741 433 303 5 0
"Prince William County" "708 - River Oaks" 971 731 238 1 1
"Prince William County" "709 - Freedom" 932 700 220 11 1
"Prince William County" "710 - Powells Creek" 831 656 167 6 2
"Prince William County" "711 - Grayson" 830 554 268 8 0
"Prince William County" "712 - Leesylvania" 1023 602 417 4 0
"Pulaski County" "# Ab - Central Absentee Precinct" 1022 649 356 17 0
"Pulaski County" "# Ev - Central Absentee Precinct" 3180 991 2164 21 4
"Pulaski County" "# Pe - Central Absentee Precinct" 18 11 5 1 1
"Pulaski County" "## Provisional" 12 8 4 0 0
"Pulaski County" "101 - Belspring" 474 99 373 2 0
"Pulaski County" "102 - New River" 1168 337 826 4 1
"Pulaski County" "103 - West Cloyd" 611 102 506 3 0
"Pulaski County" "201 - Draper" 753 116 635 2 0
"Pulaski County" "202 - South Pulaski" 121 27 90 3 1
"Pulaski County" "203 - Newbern" 1066 216 846 4 0
"Pulaski County" "301 - Dublin" 950 142 804 4 0
"Pulaski County" "302 - Hiwassee" 258 39 218 1 0
"Pulaski County" "304 - Snowville" 653 92 555 5 1
"Pulaski County" "401 - Massie" 1087 165 913 8 1
"Pulaski County" "402 - Walker" 481 59 420 2 0
"Pulaski County" "501 - Robinson" 1151 224 916 11 0
"Radford City" "# Ab - Central Absentee Precinct" 311 233 77 1 0
"Radford City" "# Ev - Central Absentee Precinct" 1300 667 623 8 2
"Radford City" "# Pe - Central Absentee Precinct" 1 0 1 0 0
"Radford City" "## Provisional" 5 5 0 0 0
"Radford City" "1 - East Precinct" 495 215 272 8 0
"Radford City" "2 - Central Precinct" 799 308 478 13 0
"Radford City" "3 - West Precinct" 910 290 609 8 3
"Radford City" "4 - New River Precinct" 373 161 206 6 0
"Rappahannock County" "# Ab - Central Absentee Precinct" 428 334 88 5 1
"Rappahannock County" "# Ev - Central Absentee Precinct" 795 435 356 3 1
"Rappahannock County" "# Pe - Central Absentee Precinct" 9 8 1 0 0
"Rappahannock County" "## Provisional" 6 6 0 0 0
"Rappahannock County" "101 - Washington" 576 203 373 0 0
"Rappahannock County" "201 - Amissville" 654 147 503 3 1
"Rappahannock County" "301 - Sperryville" 560 215 343 2 0
"Rappahannock County" "401 - Scrabble" 555 164 385 4 2
"Rappahannock County" "501 - Chester Gap" 300 42 257 1 0
"Rappahannock County" "502 - Flint Hill" 334 132 201 1 0
"Richmond City" "# Ab - Central Absentee Precinct" 6201 5277 749 167 8
"Richmond City" "# Ev - Central Absentee Precinct" 20483 16806 3354 306 17
"Richmond City" "# Pe - Central Absentee Precinct" 593 490 67 36 0
"Richmond City" "## Provisional" 194 162 26 5 1
"Richmond City" "101 - One Hundred One" 403 224 171 8 0
"Richmond City" "102 - One Hundred Two" 648 303 332 13 0
"Richmond City" "104 - One Hundred Four" 1073 488 583 1 1
"Richmond City" "105 - One Hundred Five" 998 587 402 7 2
"Richmond City" "106 - One Hundred Six" 1021 322 697 2 0
"Richmond City" "111 - One Hundred Eleven" 903 502 387 13 1
"Richmond City" "112 - One Hundred Twelve" 735 466 261 7 1
"Richmond City" "113 - One Hundred Thirteen" 1175 873 239 59 4
"Richmond City" "114 - One Hundred Fourteen" 1321 966 292 58 5
"Richmond City" "115 - One Hundred Fifteen" 801 417 381 3 0
"Richmond City" "203 - Two Hundred Three" 561 377 170 11 3
"Richmond City" "204 - Two Hundred Four" 1100 803 232 61 4
"Richmond City" "206 - Two Hundred Six" 417 339 46 31 1
"Richmond City" "207 - Two Hundred Seven" 1192 885 260 47 0
"Richmond City" "208 - Two Hundred Eight" 1053 778 234 40 1
"Richmond City" "213 - Two Hundred Thirteen" 1054 862 67 123 2
"Richmond City" "214 - Two Hundred Fourteen" 466 373 58 35 0
"Richmond City" "215 - Two Hundred Fifteen" 817 556 238 23 0
"Richmond City" "301 - Three Hundred One" 356 320 22 14 0
"Richmond City" "302 - Three Hundred Two" 466 346 106 13 1
"Richmond City" "303 - Three Hundred Three" 473 406 44 21 2
"Richmond City" "304 - Three Hundred Four" 678 607 40 30 1
"Richmond City" "305 - Three Hundred Five" 692 571 80 40 1
"Richmond City" "306 - Three Hundred Six" 430 363 43 22 2
"Richmond City" "307 - Three Hundred Seven" 617 425 176 13 3
"Richmond City" "308 - Three Hundred Eight" 710 508 190 11 1
"Richmond City" "309 - Three Hundred Nine" 468 302 158 8 0
"Richmond City" "310 - Three Hundred Ten" 138 129 5 4 0
"Richmond City" "402 - Four Hundred Two" 1572 1145 401 22 4
"Richmond City" "404 - Four Hundred Four" 1098 811 252 35 0
"Richmond City" "409 - Four Hundred Nine" 1003 545 446 11 1
"Richmond City" "410 - Four Hundred Ten" 907 608 284 14 1
"Richmond City" "412 - Four Hundred Twelve" 858 656 181 20 1
"Richmond City" "413 - Four Hundred Thirteen" 899 584 300 13 2
"Richmond City" "414 - Four Hundred Fourteen" 1088 639 437 11 1
"Richmond City" "415 - Four Hundred Fifteen" 831 479 348 4 0
"Richmond City" "501 - Five Hundred One" 1201 931 202 67 1
"Richmond City" "503 - Five Hundred Three" 1100 918 130 52 0
"Richmond City" "504 - Five Hundred Four" 1292 1038 169 84 1
"Richmond City" "505 - Five Hundred Five" 597 470 80 46 1
"Richmond City" "508 - Five Hundred Eight" 657 529 110 18 0
"Richmond City" "509 - Five Hundred Nine" 581 506 51 24 0
"Richmond City" "510 - Five Hundred Ten" 852 732 88 31 1
"Richmond City" "602 - Six Hundred Two" 335 299 10 25 1
"Richmond City" "603 - Six Hundred Three" 693 600 53 39 1
"Richmond City" "604 - Six Hundred Four" 511 433 39 38 1
"Richmond City" "606 - Six Hundred Six" 717 639 44 33 1
"Richmond City" "607 - Six Hundred Seven" 806 618 153 34 1
"Richmond City" "609 - Six Hundred Nine" 1267 1020 191 54 2
"Richmond City" "610 - Six Hundred Ten" 388 350 25 13 0
"Richmond City" "701 - Seven Hundred One" 413 373 23 17 0
"Richmond City" "702 - Seven Hundred Two" 598 512 53 33 0
"Richmond City" "703 - Seven Hundred Three" 819 696 73 49 1
"Richmond City" "705 - Seven Hundred Five" 797 655 105 36 1
"Richmond City" "706 - Seven Hundred Six" 1080 921 107 52 0
"Richmond City" "707 - Seven Hundred Seven" 1480 1184 230 65 1
"Richmond City" "708 - Seven Hundred Eight" 1163 914 193 54 2
"Richmond City" "802 - Eight Hundred Two" 461 411 34 16 0
"Richmond City" "806 - Eight Hundred Six" 469 373 73 22 1
"Richmond City" "810 - Eight Hundred Ten" 433 354 66 13 0
"Richmond City" "811 - Eight Hundred Eleven" 539 444 78 17 0
"Richmond City" "812 - Eight Hundred Twelve" 870 715 135 19 1
"Richmond City" "814 - Eight Hundred Fourteen" 359 320 30 9 0
"Richmond City" "902 - Nine Hundred Two" 202 179 15 8 0
"Richmond City" "903 - Nine Hundred Three" 563 451 95 17 0
"Richmond City" "908 - Nine Hundred Eight" 569 478 75 15 1
"Richmond City" "909 - Nine Hundred Nine" 692 565 101 26 0
"Richmond City" "910 - Nine Hundred Ten" 573 478 88 7 0
"Richmond City" "911 - Nine Hundred Eleven" 572 523 35 14 0
"Richmond County" "# Ab - Central Absentee Precinct" 1231 503 722 6 0
"Richmond County" "# Ev - Central Absentee Precinct" 0 0 0 0 0
"Richmond County" "# Pe - Central Absentee Precinct" 0 0 0 0 0
"Richmond County" "## Provisional" 0 0 0 0 0
"Richmond County" "101 - Precinct 1-1" 306 126 174 4 2
"Richmond County" "201 - Precinct 2-1" 378 67 308 3 0
"Richmond County" "301 - Precinct 3-1" 314 77 237 0 0
"Richmond County" "401 - Precinct 4-1" 491 92 396 3 0
"Richmond County" "501 - Precinct 5-1" 463 71 388 4 0
"Roanoke City" "# Ab - Central Absentee Precinct" 3007 2353 597 51 6
"Roanoke City" "# Ev - Central Absentee Precinct" 8079 5372 2658 45 4
"Roanoke City" "# Pe - Central Absentee Precinct" 106 90 14 2 0
"Roanoke City" "## Provisional" 46 37 8 1 0
"Roanoke City" "1 -Peters Creek" 650 451 191 8 0
"Roanoke City" "2 - Grandview" 810 425 382 2 1
"Roanoke City" "3 -Preston Park" 897 336 550 10 1
"Roanoke City" "4 - Williamson Road" 775 361 401 10 3
"Roanoke City" "5 - East Gate" 912 277 626 8 1
"Roanoke City" "6 - Hollins Road" 677 237 433 7 0
"Roanoke City" "7 - Southeast" 626 221 396 9 0
"Roanoke City" "8 - Lincoln Terrace" 396 339 48 7 2
"Roanoke City" "9 - Highland" 715 468 234 13 0
"Roanoke City" "10 - Old Southwest-Wasena" 1121 665 441 15 0
"Roanoke City" "11 - Raleigh Court" 1412 805 591 13 3
"Roanoke City" "12 - South Roanoke" 1088 425 657 6 0
"Roanoke City" "13 - Garden City" 974 295 669 9 1
"Roanoke City" "14 - Crystal Spring" 1101 504 587 7 3
"Roanoke City" "15 - Grandin Court" 1145 570 563 10 2
"Roanoke City" "16 - Deyerle" 1205 470 730 4 1
"Roanoke City" "17 - Lee-Hi" 1299 677 603 16 3
"Roanoke City" "18 - Summit Hills" 908 456 443 7 2
"Roanoke City" "19 - Forest Park" 535 420 113 2 0
"Roanoke City" "20 - Eureka Park" 663 563 89 10 1
"Roanoke County" "# Ab - Central Absentee Precinct" 2282 1548 712 21 1
"Roanoke County" "# Ab - Central Absentee Precinct" 923 549 360 8 6
"Roanoke County" "# Ev - Central Absentee Precinct" 9887 3782 6073 29 3
"Roanoke County" "# Ev - Central Absentee Precinct" 1983 758 1222 3 0
"Roanoke County" "# Pe - Central Absentee Precinct" 110 77 32 1 0
"Roanoke County" "# Pe - Central Absentee Precinct" 33 16 16 1 0
"Roanoke County" "## Provisional" 28 15 12 1 0
"Roanoke County" "## Provisional" 18 8 10 0 0
"Roanoke County" "101 - Catawba" 465 81 379 4 1
"Roanoke County" "102 - Mason Valley" 427 78 345 4 0
"Roanoke County" "103 - Glenvar" 1267 286 978 3 0
"Roanoke County" "104 - Northside" 661 226 431 4 0
"Roanoke County" "105 - Peters Creek" 1354 419 929 2 4
"Roanoke County" "106 - Green Hill" 1137 241 890 4 2
"Roanoke County" "107 - Bennett Springs" 550 112 435 3 0
"Roanoke County" "108 - Wildwood" 758 177 574 7 0
"Roanoke County" "201 - Plantation" 863 247 611 4 1
"Roanoke County" "202 - Burlington" 629 230 391 8 0
"Roanoke County" "203 - Mountain View" 1402 368 1022 9 3
"Roanoke County" "204 - Botetourt Springs" 1106 330 765 9 2
"Roanoke County" "205 - Orchards" 1328 295 1024 7 2
"Roanoke County" "206 - Hollins" 462 135 326 1 0
"Roanoke County" "301 - Bent Mountain" 402 116 279 5 2
"Roanoke County" "302 - Poages Mill" 1291 354 934 2 1
"Roanoke County" "303 - Windsor Hills" 638 252 384 2 0
"Roanoke County" "304 - Oak Grove" 1219 396 817 4 2
"Roanoke County" "305 - Castle Rock" 1295 451 833 10 1
"Roanoke County" "306 - Garst Mill" 547 195 349 2 1
"Roanoke County" "401 - South Lindenwood" 619 127 489 3 0
"Roanoke County" "402 - Bonsack" 310 73 235 1 1
"Roanoke County" "403 - North Vinton" 792 189 595 8 0
"Roanoke County" "404 - South Vinton" 852 230 614 8 0
"Roanoke County" "405 - North Lindenwood" 752 134 615 2 1
"Roanoke County" "406 - Mount Pleasant" 1204 239 960 5 0
"Roanoke County" "501 - Cotton Hill" 791 244 546 0 1
"Roanoke County" "502 - Penn Forest" 634 203 424 7 0
"Roanoke County" "503 - Cave Spring" 814 282 525 7 0
"Roanoke County" "504 - Ogden" 670 268 392 9 1
"Roanoke County" "505 - Clearbrook" 685 151 531 3 0
"Roanoke County" "506 - Mount Vernon" 570 208 357 5 0
"Roanoke County" "507 - Hunting Hills" 1101 355 741 4 1
"Rockbridge County" "# Ab - Central Absentee Precinct" 581 396 181 4 0
"Rockbridge County" "# Ev - Central Absentee Precinct" 2244 1078 1159 6 1
"Rockbridge County" "# Pe - Central Absentee Precinct" 20 11 5 2 2
"Rockbridge County" "## Provisional" 10 7 3 0 0
"Rockbridge County" "101 - Airport" 561 169 391 1 0
"Rockbridge County" "102 - Ben Salem" 436 85 349 2 0
"Rockbridge County" "103 - Plank Road" 291 44 244 2 1
"Rockbridge County" "104 - Effinger" 274 51 223 0 0
"Rockbridge County" "201 - Collierstown" 369 89 280 0 0
"Rockbridge County" "202 - Highland Belle" 827 218 605 3 1
"Rockbridge County" "203 - Vo-Tech" 201 65 134 2 0
"Rockbridge County" "301 - Maury River" 400 95 300 5 0
"Rockbridge County" "302 - Natural Bridge" 474 80 393 1 0
"Rockbridge County" "303 - Falling Spring" 222 33 189 0 0
"Rockbridge County" "401 - Fairfield" 541 124 414 3 0
"Rockbridge County" "402 - Mountain View" 704 108 594 2 0
"Rockbridge County" "403 - Vesuvius" 263 32 231 0 0
"Rockbridge County" "501 - Goshen" 284 27 253 2 2
"Rockbridge County" "502 - Meadowview" 420 137 281 2 0
"Rockbridge County" "503 - Rockbridge Baths" 346 90 255 1 0
"Rockbridge County" "504 - Rockbridge" 556 132 422 2 0
"Rockingham County" "# Ab - Central Absentee Precinct" 1962 1138 809 13 2
"Rockingham County" "# Ev - Central Absentee Precinct" 7130 2370 4734 22 4
"Rockingham County" "# Pe - Central Absentee Precinct" 114 58 54 2 0
"Rockingham County" "## Provisional" 15 6 9 0 0
"Rockingham County" "101 - Broadway" 1367 296 1060 11 0
"Rockingham County" "102 - Timberville" 753 120 625 6 2
"Rockingham County" "103 - Fulks Run" 791 65 723 3 0
"Rockingham County" "104 - Bergton" 304 27 276 0 1
"Rockingham County" "105 - Lacey Spring" 586 69 516 1 0
"Rockingham County" "106 - Tenth Legion" 585 83 498 3 1
"Rockingham County" "107 - Plains" 633 77 552 3 1
"Rockingham County" "108 - Little North Mountain" 464 74 389 1 0
"Rockingham County" "201 - Singers Glen" 894 120 769 5 0
"Rockingham County" "202 - Edom" 1278 282 992 3 1
"Rockingham County" "203 - Dayton" 646 155 485 4 2
"Rockingham County" "204 - Mt Clinton" 965 187 774 3 1
"Rockingham County" "205 - Silver Lake" 978 239 736 3 0
"Rockingham County" "301 - Keezletown" 645 145 495 5 0
"Rockingham County" "302 - Port Republic" 957 166 785 6 0
"Rockingham County" "303 - Melrose" 506 79 422 5 0
"Rockingham County" "304 - Grottoes" 973 161 806 6 0
"Rockingham County" "305 - Massanetta Springs" 1149 427 715 6 1
"Rockingham County" "306 - Cross Keys" 371 77 292 2 0
"Rockingham County" "307 - Crossroads" 1175 380 788 7 0
"Rockingham County" "401 - West Bridgewater" 744 191 545 6 2
"Rockingham County" "402 - Montezuma" 915 113 799 3 0
"Rockingham County" "403 - Mt Crawford" 174 48 125 1 0
"Rockingham County" "404 - North River" 904 171 721 12 0
"Rockingham County" "405 - Ottobine" 1171 112 1052 6 1
"Rockingham County" "406 - East Bridgewater" 890 266 614 8 2
"Rockingham County" "501 - Elkton" 1008 174 831 3 0
"Rockingham County" "502 - Swift Run" 1528 130 1393 5 0
"Rockingham County" "503 - Mcgaheysville" 1318 230 1079 9 0
"Rockingham County" "504 - South Fork" 693 64 628 1 0
"Rockingham County" "505 - Stony Run" 953 269 674 8 2
"Russell County" "# Ab - Central Absentee Precinct" 370 226 140 3 1
"Russell County" "# Ev - Central Absentee Precinct" 1838 388 1446 3 1
"Russell County" "# Pe - Central Absentee Precinct" 14 6 6 2 0
"Russell County" "## Provisional" 5 2 3 0 0
"Russell County" "101 - Moccasin" 579 44 534 1 0
"Russell County" "102 - Copper Creek" 476 55 420 0 1
"Russell County" "103 - South Castlewood" 348 44 303 1 0
"Russell County" "201 - North Castlewood" 896 103 793 0 0
"Russell County" "202 - Dante" 185 24 161 0 0
"Russell County" "301 - Cooks Mill" 185 20 165 0 0
"Russell County" "302 - Daugherty" 251 35 216 0 0
"Russell County" "303 - New Garden" 511 53 457 1 0
"Russell County" "304 - Cleveland" 301 53 246 2 0
"Russell County" "401 - Drill" 73 12 61 0 0
"Russell County" "402 - Swords Creek" 829 46 780 3 0
"Russell County" "403 - Honaker" 327 41 285 1 0
"Russell County" "501 - West Lebanon" 1040 152 888 0 0
"Russell County" "601 -  East Lebanon" 580 70 510 0 0
"Russell County" "602 - Elk Garden" 893 78 815 0 0
"Salem City" "# Ab - Central Absentee Precinct" 707 481 218 8 0
"Salem City" "# Ev - Central Absentee Precinct" 3529 1396 2119 13 1
"Salem City" "# Pe - Central Absentee Precinct" 15 10 5 0 0
"Salem City" "## Provisional" 0 0 0 0 0
"Salem City" "1 - North Salem No 2" 551 169 379 1 2
"Salem City" "2 - Conehurst" 364 96 267 1 0
"Salem City" "3 - Beverly Heights" 357 71 283 3 0
"Salem City" "4 - West Salem" 525 145 377 3 0
"Salem City" "5 - North Salem No 1" 773 255 507 8 3
"Salem City" "6 - South Salem No 1" 419 129 285 5 0
"Salem City" "7 - South Salem No 2" 545 134 409 2 0
"Salem City" "8 - East Salem" 251 77 170 4 0
"Salem City" "9 - South Side Hills" 707 169 533 3 2
"Salem City" "10 - Hidden Valley" 813 212 592 9 0
"Scott County" "# Ab - Central Absentee Precinct" 301 119 178 4 0
"Scott County" "# Ev - Central Absentee Precinct" 1689 255 1429 5 0
"Scott County" "# Pe - Central Absentee Precinct" 8 3 5 0 0
"Scott County" "## Provisional" 2 1 1 0 0
"Scott County" "101 - Weber City" 439 56 377 4 2
"Scott County" "102 - Yuma" 594 76 517 0 1
"Scott County" "202 - Weber City East" 294 34 258 2 0
"Scott County" "203 - Hiltons" 566 58 506 2 0
"Scott County" "204 - Clark's" 169 7 162 0 0
"Scott County" "301 - Nickelsville" 434 32 402 0 0
"Scott County" "302 - Snowflake" 355 37 318 0 0
"Scott County" "303 - Twin Springs" 274 40 234 0 0
"Scott County" "304 - Copper Creek" 99 8 90 1 0
"Scott County" "401 - Gate City" 880 120 755 4 1
"Scott County" "501 - Dungannon" 229 29 199 1 0
"Scott County" "502 - Fort Blackmore" 264 30 233 1 0
"Scott County" "503 - Manville" 153 7 144 2 0
"Scott County" "504 - Rye Cove" 388 28 359 1 0
"Scott County" "601 - Clinchport" 228 20 208 0 0
"Scott County" "602 - Duffield-Pattonsville" 609 53 555 1 0
"Scott County" "603 - Fairview" 156 21 135 0 0
"Shenandoah County" "# Ab - Central Absentee Precinct" 969 598 358 11 2
"Shenandoah County" "# Ev - Central Absentee Precinct" 4465 1534 2904 24 3
"Shenandoah County" "# Pe - Central Absentee Precinct" 30 16 14 0 0
"Shenandoah County" "## Provisional" 16 7 9 0 0
"Shenandoah County" "101 - Orkney Springs" 681 178 501 2 0
"Shenandoah County" "103 - New Market" 1621 309 1296 16 0
"Shenandoah County" "201 - Conicville" 1205 160 1037 8 0
"Shenandoah County" "202 - Mt Jackson" 952 157 787 7 1
"Shenandoah County" "302 - Edinburg" 963 175 785 3 0
"Shenandoah County" "303 - St Luke" 1026 133 893 0 0
"Shenandoah County" "304 - Fort Valley" 597 104 487 5 1
"Shenandoah County" "401 - Woodstock" 1453 339 1106 7 1
"Shenandoah County" "501 - Cedar Creek" 116 28 87 0 1
"Shenandoah County" "503 - Toms Brook" 1258 190 1062 5 1
"Shenandoah County" "504 - Lebanon Church" 1094 178 911 5 0
"Shenandoah County" "601 - Strasburg" 1900 429 1456 14 1
"Smyth County" "# Ab - Central Absentee Precinct" 536 250 281 4 1
"Smyth County" "# Ev - Central Absentee Precinct" 944 262 681 1 0
"Smyth County" "# Pe - Central Absentee Precinct" 34 16 15 2 1
"Smyth County" "## Provisional" 2 0 2 0 0
"Smyth County" "101 - Saltville" 1125 151 970 3 1
"Smyth County" "201 - Seven Mile Ford" 814 75 739 0 0
"Smyth County" "202 - Rich Valley" 362 56 303 3 0
"Smyth County" "301 - Chilhowie" 1058 141 914 3 0
"Smyth County" "302 - St Clair" 360 40 320 0 0
"Smyth County" "401 - East Park" 678 127 548 2 1
"Smyth County" "402 - West Park" 368 70 297 1 0
"Smyth County" "501 - Atkins" 843 82 758 3 0
"Smyth County" "502 - Wassona" 525 134 387 3 1
"Smyth County" "601 - Royal Oak East" 696 113 582 1 0
"Smyth County" "602 - Royal Oak West" 434 71 358 5 0
"Smyth County" "701 - Adwolfe" 874 60 812 1 1
"Smyth County" "702 - Sugar Grove" 522 89 431 2 0
"Smyth County" "703 - Konnarock" 94 14 79 1 0
"Southampton County" "# Ab - Central Absentee Precinct" 375 256 115 3 1
"Southampton County" "# Ev - Central Absentee Precinct" 1686 713 965 6 2
"Southampton County" "# Pe - Central Absentee Precinct" 6 3 3 0 0
"Southampton County" "## Provisional" 7 6 1 0 0
"Southampton County" "101 - Berlin" 536 67 467 1 1
"Southampton County" "102 - Ivor" 628 187 438 3 0
"Southampton County" "201 - Boykins" 558 243 310 5 0
"Southampton County" "202 - Branchville" 218 71 146 1 0
"Southampton County" "301 - Capron" 400 144 256 0 0
"Southampton County" "302 - Sebrell" 430 118 312 0 0
"Southampton County" "401 - Drewryville" 369 142 225 2 0
"Southampton County" "501 - Hunterdale" 657 138 517 2 0
"Southampton County" "502 - Forks-Of-The-River" 309 102 204 3 0
"Southampton County" "601 - Courtland" 553 194 358 1 0
"Southampton County" "602 - Sedley" 318 36 282 0 0
"Southampton County" "701 - Blackwater River" 283 156 127 0 0
"Southampton County" "702 - Newsoms" 501 141 358 2 0
"Spotsylvania County" "# Ab - Central Absentee Precinct" 1144 880 245 18 1
"Spotsylvania County" "# Ab - Central Absentee Precinct" 2980 2099 840 40 1
"Spotsylvania County" "# Ev - Central Absentee Precinct" 4352 2039 2295 16 2
"Spotsylvania County" "# Ev - Central Absentee Precinct" 10796 4392 6366 37 1
"Spotsylvania County" "# Pe - Central Absentee Precinct" 65 44 21 0 0
"Spotsylvania County" "# Pe - Central Absentee Precinct" 207 142 62 3 0
"Spotsylvania County" "## Provisional" 24 19 5 0 0
"Spotsylvania County" "## Provisional" 78 47 30 1 0
"Spotsylvania County" "101 - Partlow" 1276 214 1057 5 0
"Spotsylvania County" "102 - Blaydes Corner" 1257 240 1010 6 1
"Spotsylvania County" "103 - Travelers Rest" 4 2 2 0 0
"Spotsylvania County" "103 - Travelers Rest" 1631 512 1107 11 1
"Spotsylvania County" "104 - Massaponax" 1269 431 825 12 1
"Spotsylvania County" "201 - Wilderness School" 1250 412 825 11 2
"Spotsylvania County" "202 - Wilderness Fire" 1358 352 997 9 0
"Spotsylvania County" "203 - Ni River Elys Ford" 1226 346 875 4 1
"Spotsylvania County" "204 - Chancellor" 1438 556 873 9 0
"Spotsylvania County" "301 - Plank Road" 1323 492 826 4 1
"Spotsylvania County" "302 - Hazel Run" 1239 501 719 17 2
"Spotsylvania County" "303 - Riverbend" 1884 613 1258 12 1
"Spotsylvania County" "401 - Summit" 1610 677 918 13 2
"Spotsylvania County" "402 - Parkside" 1131 534 589 6 2
"Spotsylvania County" "402 - Parkside" 401 197 202 2 0
"Spotsylvania County" "403 - Lee Hill" 1478 654 808 14 2
"Spotsylvania County" "501 - Belmont" 1121 192 922 6 1
"Spotsylvania County" "502 - Brokenburg" 1056 225 829 2 0
"Spotsylvania County" "503 - Post Oak" 1100 183 912 5 0
"Spotsylvania County" "504 - Courthouse" 1250 381 863 5 1
"Spotsylvania County" "505 - Brock" 1606 409 1195 2 0
"Spotsylvania County" "601 - Salem" 1411 520 871 19 1
"Spotsylvania County" "602 - Smith Station" 1790 811 965 12 2
"Spotsylvania County" "603 - Piedmont" 854 312 533 9 0
"Spotsylvania County" "701 - Battlefield" 1033 446 572 14 1
"Spotsylvania County" "702 - Brents Mill" 650 285 359 5 1
"Spotsylvania County" "702 - Brents Mill" 725 326 394 5 0
"Spotsylvania County" "703 - Fairview" 183 84 95 3 1
"Spotsylvania County" "703 - Fairview" 491 216 272 3 0
"Spotsylvania County" "704 - Gayle" 360 126 233 1 0
"Spotsylvania County" "704 - Gayle" 1228 515 708 5 0
"Stafford County" "# Ab - Central Absentee Precinct" 4357 3001 1290 63 3
"Stafford County" "# Ev - Central Absentee Precinct" 12772 6419 6296 51 6
"Stafford County" "# Pe - Central Absentee Precinct" 255 157 87 9 2
"Stafford County" "## Provisional" 82 59 23 0 0
"Stafford County" "101 - Hartwood" 2687 679 1993 14 1
"Stafford County" "102 - Rocky Run" 1459 628 818 12 1
"Stafford County" "103 - Simpson" 1448 517 920 11 0
"Stafford County" "104 - College" 2077 770 1294 12 1
"Stafford County" "201 - Rock Hill" 1262 458 794 9 1
"Stafford County" "202 - Roseville" 1612 666 935 10 1
"Stafford County" "203 - Ruby" 1323 282 1030 9 2
"Stafford County" "204 - Stefaniga" 1748 594 1143 9 2
"Stafford County" "301 - Griffis" 971 573 392 6 0
"Stafford County" "302 - Widewater" 1525 702 812 11 0
"Stafford County" "303 - Harbour" 1012 393 605 13 1
"Stafford County" "304 - Barrett" 652 290 355 7 0
"Stafford County" "401 - Aquia" 494 331 156 7 0
"Stafford County" "402 - Courthouse" 1610 882 709 19 0
"Stafford County" "403 - Brooke" 1885 619 1249 16 1
"Stafford County" "404 - Government Island" 1190 465 715 9 1
"Stafford County" "501 - Grafton" 2017 661 1338 16 2
"Stafford County" "502 - Falmouth" 1495 628 862 5 0
