COUNTY AREA TOTAL DEM REP CST GRE LIB (Write-In) (Miscellaneous)
WAKE 01-02 0 128 119 0 3 4 0 3
WAKE 01-03 0 112 190 0 2 8 0 1
WAKE 01-04 0 109 131 1 3 3 0 1
WAKE 01-05 0 136 191 1 0 1 0 0
WAKE 01-06 0 182 164 1 3 1 0 4
WAKE 01-07 0 159 119 0 1 11 0 3
WAKE 01-07A 0 58 24 0 0 0 0 0
WAKE 01-09 0 154 95 0 1 5 0 2
WAKE 01-10 0 158 166 0 0 5 0 1
WAKE 01-11 0 147 270 0 0 8 0 3
WAKE 01-12 0 189 208 0 0 4 0 3
WAKE 01-13 0 148 95 1 1 8 0 1
WAKE 01-14 0 212 128 0 1 12 0 3
WAKE 01-15 0 123 193 2 1 8 0 0
WAKE 01-16 0 139 151 1 1 7 0 1
WAKE 01-17 0 54 115 0 0 5 0 0
WAKE 01-18 0 154 208 2 1 8 0 2
WAKE 01-19 0 209 20 0 4 2 0 3
WAKE 01-20 0 155 48 0 0 2 0 0
WAKE 01-21 0 295 149 1 3 12 0 3
WAKE 01-22 0 372 46 2 3 5 0 2
WAKE 01-23 0 219 134 1 8 4 0 5
WAKE 01-25 0 71 11 0 0 3 0 1
WAKE 01-26 0 197 30 0 2 3 0 0
WAKE 01-27 0 233 106 3 5 5 0 3
WAKE 01-28 0 425 133 3 2 11 0 4
WAKE 01-29 0 132 224 3 0 7 0 2
WAKE 01-30 0 110 136 1 0 5 0 3
WAKE 01-31 0 319 120 1 8 9 0 4
WAKE 01-32 0 172 145 2 2 9 0 2
WAKE 01-33 0 80 125 1 1 7 0 4
WAKE 01-34 0 218 24 0 0 1 0 3
WAKE 01-35 0 221 24 0 1 1 0 0
WAKE 01-36 0 119 212 0 0 5 0 1
WAKE 01-37 0 111 181 0 0 11 0 3
WAKE 01-38 0 143 133 0 3 8 0 2
WAKE 01-39 0 128 92 0 1 15 0 1
WAKE 01-40 0 400 65 0 0 2 0 3
WAKE 01-41 0 197 115 1 3 12 0 5
WAKE 01-42 0 88 202 2 0 6 0 2
WAKE 01-43 0 206 166 0 1 7 0 1
WAKE 01-44 0 216 163 1 2 7 0 0
WAKE 01-45 0 111 154 1 1 12 0 1
WAKE 01-46 0 232 56 0 4 1 0 3
WAKE 01-47 0 89 212 2 2 6 0 0
WAKE 01-48 0 156 127 2 1 6 0 0
WAKE 01-49 0 281 167 1 1 18 0 4
WAKE 01-50 0 282 38 0 5 2 0 4
WAKE 01-51 0 83 113 0 1 1 0 1
WAKE 02-01 0 133 344 1 1 10 0 2
WAKE 02-02 0 167 528 1 2 17 0 4
WAKE 02-03 0 79 236 2 1 8 0 3
WAKE 02-04 0 82 250 2 0 13 0 0
WAKE 02-05 0 96 207 0 1 4 0 4
WAKE 02-06 0 72 303 2 1 6 0 2
WAKE 03-00 0 244 508 0 3 19 0 3
WAKE 04-01 0 94 134 1 0 8 0 4
WAKE 04-02 0 172 197 0 2 5 0 0
WAKE 04-03 0 138 131 1 2 7 0 1
WAKE 04-04 0 142 120 1 0 2 0 0
WAKE 04-05 0 143 185 0 2 13 0 3
WAKE 04-06 0 164 189 3 2 8 0 4
WAKE 04-07 0 127 302 0 0 4 0 2
WAKE 04-08 0 196 174 1 0 10 0 1
WAKE 04-09 0 102 205 0 2 3 0 3
WAKE 04-10 0 145 214 2 0 6 0 3
WAKE 04-11 0 98 86 1 1 3 0 0
WAKE 04-12 0 102 151 0 2 8 0 2
WAKE 04-13 0 171 255 0 1 17 0 3
WAKE 04-14 0 124 159 0 0 11 0 3
WAKE 04-15 0 192 210 3 1 18 0 7
WAKE 04-16 0 175 175 1 1 15 0 0
WAKE 04-17 0 120 122 1 0 9 0 0
WAKE 04-18 0 147 204 1 3 13 0 6
WAKE 04-19 0 86 137 0 1 8 0 0
WAKE 04-20 0 192 225 0 2 14 0 1
WAKE 04-21 0 178 118 0 2 7 0 0
WAKE 05-01 0 211 274 3 4 11 0 5
WAKE 05-03 0 179 266 0 1 6 0 1
WAKE 05-05 0 372 343 1 2 28 0 2
WAKE 05-06 0 164 291 1 3 4 0 4
WAKE 05-07 0 283 322 0 1 10 0 5
WAKE 05-08 0 193 170 0 0 3 0 2
WAKE 06-04 0 165 250 0 3 14 0 3
WAKE 06-05 0 92 236 2 0 8 0 1
WAKE 06-06 0 198 346 0 3 19 0 5
WAKE 06-07 0 214 376 1 4 15 0 5
WAKE 06-08 0 131 136 0 0 9 0 2
WAKE 06-09 0 182 388 1 1 14 0 5
WAKE 06-10 0 144 326 2 2 13 0 3
WAKE 07-01 0 154 143 3 0 5 0 3
WAKE 07-02 0 97 121 0 0 3 0 1
WAKE 07-03 0 86 120 1 0 6 0 1
WAKE 07-04 0 239 215 2 3 13 0 6
WAKE 07-05 0 109 127 1 2 8 0 1
WAKE 07-06 0 120 219 3 3 16 0 4
WAKE 07-07 0 216 261 1 3 11 0 3
WAKE 07-07A 0 140 102 0 1 0 0 1
WAKE 07-09 0 173 199 1 0 8 0 6
WAKE 07-10 0 264 263 1 2 17 0 2
WAKE 07-11 0 65 130 1 0 3 0 2
WAKE 07-12 0 138 121 0 1 15 0 1
WAKE 07-13 0 103 143 0 4 7 0 2
WAKE 08-02 0 143 206 1 1 14 0 4
WAKE 08-03 0 225 274 1 4 9 0 7
WAKE 08-04 0 95 243 0 1 10 0 6
WAKE 08-05 0 119 226 1 1 5 0 4
WAKE 08-06 0 126 74 0 4 4 0 2
WAKE 08-07 0 197 338 0 2 18 0 2
WAKE 08-08 0 175 298 2 2 15 0 0
WAKE 08-09 0 111 134 0 0 6 0 1
WAKE 08-10 0 99 155 1 5 7 0 5
WAKE 08-11 0 210 284 1 2 17 0 2
WAKE 09-01 0 144 410 3 1 11 0 0
WAKE 09-02 0 243 209 3 3 5 1 3
WAKE 09-03 0 102 188 0 3 7 0 0
WAKE 10-01 0 57 184 1 0 1 0 0
WAKE 10-02 0 196 275 2 3 13 0 5
WAKE 10-03 0 203 312 1 2 5 0 2
WAKE 10-04 0 387 614 3 4 16 0 5
WAKE 11-01 0 252 226 2 4 20 0 4
WAKE 11-02 0 138 182 1 1 8 0 3
WAKE 12-01 0 171 427 0 3 23 0 3
WAKE 12-02 0 208 385 1 5 15 0 6
WAKE 12-04 0 183 611 1 1 11 0 4
WAKE 12-05 0 209 444 0 5 24 0 3
WAKE 12-06 0 108 209 3 2 7 0 3
WAKE 12-07 0 102 286 3 1 9 0 1
WAKE 12-08 0 213 222 0 0 21 0 4
WAKE 12-09 0 133 348 2 4 14 0 7
WAKE 13-01 0 299 151 2 3 12 0 5
WAKE 13-02 0 88 147 1 0 10 0 2
WAKE 13-05 0 159 98 1 2 3 0 2
WAKE 13-06 0 104 178 2 1 6 0 3
WAKE 13-07 0 208 153 1 0 3 0 3
WAKE 13-08 0 270 126 0 3 5 0 3
WAKE 13-09 0 310 167 1 6 9 0 3
WAKE 13-10 0 202 369 1 2 8 0 2
WAKE 13-11 0 98 179 1 0 4 0 1
WAKE 14-01 0 69 269 0 0 2 0 1
WAKE 14-02 0 235 829 4 1 14 0 5
WAKE 15-01 0 134 350 2 1 10 0 2
WAKE 15-02 0 200 486 2 1 15 0 7
WAKE 15-03 0 200 730 2 3 18 0 2
WAKE 15-04 0 115 262 3 3 8 0 1
WAKE 16-01 0 178 248 2 1 11 0 2
WAKE 16-02 0 324 137 2 1 11 0 7
WAKE 16-03 0 117 158 0 1 3 0 1
WAKE 16-04 0 137 189 1 0 5 0 0
WAKE 16-05 0 144 240 0 1 4 0 1
WAKE 16-06 0 108 83 0 0 5 0 2
WAKE 16-07 0 147 292 0 3 16 0 4
WAKE 16-09 0 186 280 0 5 10 0 3
WAKE 16-10 0 258 67 1 3 7 0 1
WAKE 16-11 0 172 63 0 1 1 0 0
WAKE 17-01 0 170 105 0 2 5 0 2
WAKE 17-02 0 79 139 0 0 5 0 3
WAKE 17-03 0 300 253 0 2 14 0 7
WAKE 17-04 0 271 266 0 3 11 0 8
WAKE 17-05 0 247 191 2 3 7 0 3
WAKE 17-06 0 140 247 2 3 4 0 2
WAKE 17-07 0 216 71 0 0 7 0 0
WAKE 17-09 0 338 81 0 3 2 0 4
WAKE 17-10 0 102 108 2 0 5 0 0
WAKE 17-11 0 268 217 1 4 7 0 3
WAKE 17-12 0 201 112 1 3 11 0 0
WAKE 17-13 0 223 235 2 3 11 0 0
WAKE 18-01 0 281 178 0 4 24 0 6
WAKE 18-02 0 145 424 3 3 22 0 5
WAKE 18-03 0 141 235 0 1 8 0 2
WAKE 18-04 0 197 387 0 0 13 0 2
WAKE 18-05 0 143 364 3 0 9 0 0
WAKE 18-06 0 285 252 1 4 20 0 0
WAKE 18-07 0 132 330 4 0 16 0 3
WAKE 18-08 0 218 348 2 2 19 0 1
WAKE 19-03 0 178 344 1 2 18 0 13
WAKE 19-05 0 119 413 1 0 7 0 9
WAKE 19-07 0 209 303 2 1 17 0 14
WAKE 19-09 0 141 432 0 2 14 0 2
WAKE 19-11 0 155 289 1 2 11 0 1
WAKE 19-12 0 236 482 5 5 11 0 4
WAKE 19-13 0 119 168 0 2 4 0 2
WAKE 19-14 0 165 249 1 0 5 0 3
WAKE 19-15 0 136 216 0 0 10 0 2
WAKE 19-16 0 132 208 0 1 5 0 5
WAKE 19-17 0 286 277 0 2 15 0 5
WAKE 19-18 0 125 280 2 1 19 0 6
WAKE 19-19 0 174 411 4 7 12 0 1
WAKE 19-20 0 124 275 1 1 4 0 2
WAKE 19-21 0 155 271 1 0 13 0 8
WAKE 20-01 0 184 228 0 2 12 0 3
WAKE 20-03 0 77 171 1 1 15 0 2
WAKE 20-04 0 156 238 0 2 9 0 1
WAKE 20-05 0 142 311 4 1 14 0 2
WAKE 20-06A 0 243 269 0 4 11 0 3
WAKE 20-06B 0 215 321 0 1 21 0 3
WAKE 20-08 0 196 307 1 2 14 0 4
WAKE 20-09 0 151 254 1 1 15 0 5
WAKE 20-10 0 166 250 2 0 6 0 3
WAKE 20-11 0 211 395 4 1 12 0 3
WAKE 20-12 0 214 328 0 1 14 0 5
WAKE 20-14 0 178 299 1 2 12 0 4
WAKE 20-15 0 255 236 3 1 13 0 1
WAKE 20-16 0 228 214 0 5 7 0 1
WAKE 20-17 0 168 232 0 1 8 0 1
WAKE "ABSEN 1-40" 0 100155 27979 196 423 1548 10 535
WAKE "ABSEN 121-128" 0 6 9 0 0 0 0 0
WAKE "ABSEN 41-80" 0 25883 7058 49 107 379 0 146
WAKE "ABSEN 81-120" 0 6750 2001 10 19 84 0 36
WAKE "OSAB 1-40" 0 9740 9058 24 27 182 1 69
WAKE "OSAB 121-128" 0 0 4 0 0 0 0 0
WAKE "OSAB 41-80" 0 3335 2878 5 3 54 0 18
WAKE "OSAB 81-120" 0 582 549 2 2 12 0 1
WAKE "OSAP 1-40" 0 13974 12010 22 43 257 1 76
WAKE "OSAP 121-128" 0 0 0 0 0 0 0 0
WAKE "OSAP 41-80" 0 1117 782 1 3 12 0 2
WAKE "OSAP 81-120" 0 80 51 0 0 0 0 0
WAKE "OSAV 1-40" 0 6974 4486 12 22 114 1 32
WAKE "OSAV 121-128" 0 2 4 0 0 0 0 0
WAKE "OSAV 41-80" 0 2925 2130 11 13 63 0 14
WAKE "OSAV 81-120" 0 668 362 2 1 10 0 0
WAKE "OSBR 1-40" 0 8050 923 9 24 64 0 20
WAKE "OSBR 121-128" 0 0 0 0 0 0 0 0
WAKE "OSBR 41-80" 0 749 132 1 0 5 0 3
WAKE "OSBR 81-120" 0 535 250 1 1 7 0 1
WAKE "OSCA 1-40" 0 14959 8342 17 47 239 0 50
WAKE "OSCA 121-128" 0 0 0 0 0 0 0 0
WAKE "OSCA 41-80" 0 2466 1210 3 9 37 0 13
WAKE "OSCA 81-120" 0 533 292 1 3 16 0 0
WAKE "OSCM 1-40" 0 6874 1582 20 24 75 0 14
WAKE "OSCM 121-128" 0 0 0 0 0 0 0 0
WAKE "OSCM 41-80" 0 1173 364 1 0 16 0 1
WAKE "OSCM 81-120" 0 373 192 2 3 0 0 1
WAKE "OSCS 1-40" 0 9812 6220 13 21 117 0 45
WAKE "OSCS 121-128" 0 0 0 0 0 0 0 0
WAKE "OSCS 41-80" 0 1649 959 0 3 28 0 3
WAKE "OSCS 81-120" 0 327 192 1 4 4 0 1
WAKE "OSGR 1-40" 0 3887 1309 10 9 39 1 12
WAKE "OSGR 121-128" 0 0 0 0 0 0 0 0
WAKE "OSGR 41-80" 0 7294 2147 12 26 75 0 24
WAKE "OSGR 81-120" 0 714 453 1 3 7 0 3
WAKE "OSHS 1-40" 0 6730 6607 17 19 167 0 39
WAKE "OSHS 121-128" 0 0 0 0 0 0 0 0
WAKE "OSHS 41-80" 0 596 421 0 0 20 0 0
WAKE "OSHS 81-120" 0 11 17 0 0 0 0 1
WAKE "OSKD 1-40" 0 7261 4008 17 18 94 0 23
WAKE "OSKD 121-128" 0 0 0 0 0 0 0 0
WAKE "OSKD 41-80" 0 525 404 0 1 5 0 1
WAKE "OSKD 81-120" 0 333 572 0 0 7 0 1
WAKE "OSLH 1-40" 0 9843 5629 11 28 139 1 43
WAKE "OSLH 121-128" 0 4 4 0 0 0 0 0
WAKE "OSLH 41-80" 0 2907 1564 4 6 50 0 19
WAKE "OSLH 81-120" 0 642 435 0 3 11 0 5
WAKE "OSLL 1-40" 0 8497 5004 17 29 134 2 44
WAKE "OSLL 121-128" 0 2 6 0 0 0 0 0
WAKE "OSLL 41-80" 0 4251 3136 5 12 77 0 32
WAKE "OSLL 81-120" 0 2320 2027 4 4 52 0 18
WAKE "OSNR 1-40" 0 6062 7057 23 21 94 1 45
WAKE "OSNR 121-128" 0 0 0 0 0 0 0 0
WAKE "OSNR 41-80" 0 63 52 0 1 3 0 0
WAKE "OSNR 81-120" 0 85 91 0 0 1 0 1
WAKE "OSOP 1-40" 0 7559 4685 15 26 140 1 34
WAKE "OSOP 121-128" 0 0 3 0 0 0 0 0
WAKE "OSOP 41-80" 0 2751 2121 4 4 45 0 12
WAKE "OSOP 81-120" 0 479 296 1 1 5 0 4
WAKE "OSRB 1-40" 0 8575 644 7 16 40 0 21
WAKE "OSRB 121-128" 0 0 0 0 0 0 0 0
WAKE "OSRB 41-80" 0 4447 426 3 15 31 0 10
WAKE "OSRB 81-120" 0 931 114 1 1 11 0 0
WAKE "OSTA 1-40" 0 11793 3311 21 56 206 0 48
WAKE "OSTA 121-128" 0 1 0 0 0 0 0 0
WAKE "OSTA 41-80" 0 3756 1076 4 11 51 0 12
WAKE "OSTA 81-120" 0 470 153 0 0 4 0 1
WAKE "OSWA 1-40" 0 4132 5051 10 16 90 0 22
WAKE "OSWA 121-128" 0 0 1 0 0 0 0 0
WAKE "OSWA 41-80" 0 3343 4802 10 17 87 0 25
WAKE "OSWA 81-120" 0 367 513 1 2 8 0 3
WAKE "OSWN 1-40" 0 9465 7215 21 31 170 2 44
WAKE "OSWN 121-128" 0 4 3 1 0 1 0 0
WAKE "OSWN 41-80" 0 2509 887 2 12 36 0 10
WAKE "OSWN 81-120" 0 1903 1251 9 8 26 0 4
WAKE "OSWO 1-40" 0 6456 9695 22 24 202 0 35
WAKE "OSWO 121-128" 0 0 0 0 0 0 0 0
WAKE "OSWO 41-80" 0 1524 1838 6 10 35 0 7
WAKE "OSWO 81-120" 0 18 27 0 0 0 0 0
WAKE "OSZB 1-40" 0 4398 4552 9 10 64 0 16
WAKE "OSZB 121-128" 0 0 0 0 0 0 0 0
WAKE "OSZB 41-80" 0 83 78 0 0 1 0 0
WAKE "OSZB 81-120" 0 152 257 2 1 3 0 1
WAKE "PROVI 1-40" 0 783 538 3 10 29 0 6
WAKE "PROVI 121-128" 0 0 2 0 0 0 0 0
WAKE "PROVI 41-80" 0 262 164 1 3 6 0 2
WAKE "PROVI 81-120" 0 41 34 0 0 2 0 1
WAKE "TRANS 1-40" 0 0 0 0 0 0 0 0
WAKE "TRANS 121-128" 0 0 0 0 0 0 0 0
WAKE "TRANS 41-80" 0 0 0 0 0 0 0 0
WAKE "TRANS 81-120" 0 0 0 0 0 0 0 0
WARREN 001 0 361 509 2 3 5 0 0
WARREN 002 0 287 424 1 0 3 0 2
WARREN 003 0 433 282 3 2 5 0 0
WARREN 004 0 362 244 3 3 6 0 0
WARREN 005 0 658 201 5 2 5 0 2
WARREN 006 0 615 277 3 4 5 0 1
WARREN 007 0 385 194 2 2 6 0 2
WARREN 008 0 770 113 1 4 5 0 2
WARREN 009 0 230 183 1 1 2 0 0
WARREN 010 0 992 296 3 2 8 0 2
WARREN 011 0 155 83 2 1 3 0 1
WARREN 012 0 213 503 1 2 1 0 2
WARREN 013 0 244 203 2 1 2 0 1
WARREN 014 0 695 240 3 2 7 0 2
WASHINGTON ABSENTEE 0 457 212 1 0 2 0 0
WASHINGTON LM 0 95 73 0 0 0 0 0
WASHINGTON "ONE STOP" 0 2384 1887 3 1 6 0 2
WASHINGTON P1 0 66 49 2 0 1 0 0
WASHINGTON P2 0 90 37 0 1 1 0 0
WASHINGTON P3 0 103 159 0 0 1 0 0
WASHINGTON PROVISIONAL 0 5 2 0 0 0 0 0
WASHINGTON SC 0 137 220 0 0 3 0 0
WASHINGTON SK 0 59 142 1 0 3 0 0
WASHINGTON TRANSFER 0 0 0 0 0 0 0 0
WATAUGA 01 0 13 56 0 0 1 0 0
WATAUGA 02 0 30 263 0 0 4 0 0
WATAUGA 03 0 69 161 0 1 3 0 6
WATAUGA 04 0 87 129 0 1 9 0 3
WATAUGA 05 0 60 43 0 1 8 0 2
WATAUGA 06 0 108 52 0 1 7 0 0
WATAUGA 07 0 142 195 0 6 14 0 2
WATAUGA 08 0 54 194 2 1 5 0 2
WATAUGA 09 0 28 66 0 0 4 0 1
WATAUGA 10 0 21 105 0 0 4 0 1
WATAUGA 11 0 77 344 5 2 4 0 2
WATAUGA 12 0 89 60 1 4 5 0 0
WATAUGA 13 0 103 127 0 2 10 0 2
WATAUGA 14 0 119 198 0 2 11 0 2
WATAUGA 15 0 131 176 0 1 9 0 3
WATAUGA 16 0 5 24 0 0 0 0 0
WATAUGA 17 0 30 120 0 0 3 0 1
WATAUGA 18 0 40 136 1 1 4 0 0
WATAUGA 19 0 59 213 0 0 8 0 3
WATAUGA 20 0 75 129 0 0 3 0 0
WATAUGA ABSENTEE 0 3936 1332 5 23 45 0 29
WATAUGA "OS ADMIN" 0 2732 2409 12 17 64 0 9
WATAUGA "OS ASU" 0 5212 1233 4 28 92 0 21
WATAUGA "OS BR" 0 1106 1272 1 1 22 0 6
WATAUGA "OS DG" 0 1248 2581 3 4 26 0 13
WATAUGA "OS FSCO" 0 663 834 1 2 8 0 3
WATAUGA "OS WW" 0 831 1938 6 2 10 0 4
WATAUGA PROVISIONAL 0 45 57 2 3 2 0 0
WATAUGA TRANSFER 0 9 4 0 0 1 0 0
WAYNE 01 0 89 221 2 0 8 0 1
WAYNE 02 0 83 378 0 0 3 0 2
WAYNE 03 0 82 361 0 2 7 0 0
WAYNE 04 0 100 336 0 1 5 0 3
WAYNE 05 0 79 249 2 1 11 0 0
WAYNE 06 0 90 96 0 0 3 0 1
WAYNE 07 0 106 344 0 0 12 0 0
WAYNE 08 0 55 415 0 0 9 0 0
WAYNE 09 0 56 253 1 0 9 0 0
WAYNE 10 0 143 56 0 0 2 0 0
WAYNE 11 0 145 47 1 0 2 0 1
WAYNE 12 0 149 113 1 1 3 0 0
WAYNE 13 0 109 79 0 0 1 0 1
WAYNE 14 0 72 310 1 1 1 0 2
WAYNE 15 0 105 376 1 1 2 0 0
WAYNE 16 0 111 206 0 0 3 0 1
WAYNE 17 0 93 12 0 0 0 0 0
WAYNE 18 0 102 37 1 0 1 0 0
WAYNE 1920 0 256 34 1 0 2 0 0
WAYNE 21 0 102 78 0 0 3 0 0
WAYNE 22 0 95 70 0 0 3 0 1
WAYNE 23 0 100 163 1 3 3 0 1
WAYNE 24 0 64 484 0 1 10 0 1
WAYNE 2530 0 134 151 0 1 1 0 0
WAYNE 26 0 128 148 1 0 4 0 0
WAYNE 27 0 107 58 0 2 2 0 1
WAYNE 28 0 168 269 1 1 10 0 0
WAYNE 29 0 107 42 2 1 3 0 1
WAYNE ABSENTEE 0 4379 2403 12 20 66 0 17
WAYNE "OS BCR" 0 4253 467 8 10 18 0 2
WAYNE "OS LIB" 0 4120 2709 7 8 25 0 7
WAYNE "OS MAX" 0 5487 12011 17 21 102 0 17
WAYNE "OS MOT" 0 1779 2927 5 6 17 0 4
WAYNE "OS PHL" 0 1095 4703 6 10 26 0 7
WAYNE PROVISIONAL 0 72 103 0 1 1 0 1
WAYNE TRANSFER 0 0 0 0 0 0 0 0
WILKES 101 0 28 243 2 0 3 0 0
WILKES 102 0 71 372 1 0 5 0 1
WILKES 103 0 23 208 0 1 0 0 3
WILKES 104 0 50 293 2 0 3 0 0
WILKES 105 0 40 410 0 0 4 0 2
WILKES 106 0 46 254 0 0 0 0 1
WILKES 107 0 100 853 2 1 4 0 3
WILKES 108 0 51 149 1 0 2 0 1
WILKES 109 0 51 254 0 0 1 0 1
WILKES 111 0 44 292 0 1 3 0 2
WILKES 112 0 66 436 1 1 3 0 0
WILKES 113A 0 70 432 0 0 4 0 0
WILKES 114 0 23 228 1 0 4 0 0
WILKES 115A 0 79 592 1 1 5 0 1
WILKES 117 0 50 396 2 1 7 0 1
WILKES 118 0 114 183 3 0 6 0 1
WILKES 119 0 86 554 1 1 4 0 4
WILKES 120 0 30 331 1 0 1 0 0
WILKES 121 0 28 266 0 0 5 0 2
WILKES 122 0 14 377 0 0 1 0 0
WILKES 123 0 34 353 0 2 1 0 0
WILKES 124 0 55 499 1 1 3 0 0
WILKES 125 0 25 251 1 0 3 0 0
WILKES 126 0 17 217 0 0 2 0 0
WILKES 127 0 77 162 0 0 6 0 1
WILKES 128 0 80 527 1 2 1 0 1
WILKES 129 0 59 231 1 0 2 0 0
WILKES ABSENTEE 0 2018 2301 10 14 31 0 8
WILKES "MCGEE OS" 0 1262 5899 10 5 38 0 4
WILKES "OFFICE OS" 0 2809 9924 15 9 62 0 15
WILKES PROVISIONAL 0 11 102 0 0 0 0 0
WILKES TRANSFER 0 0 3 0 0 0 0 0
WILSON PRBL 0 518 1554 1 0 6 0 0
WILSON PRCR 0 528 1240 3 2 13 0 1
WILSON PRGA 0 820 949 1 4 7 0 3
WILSON PROL 0 832 2297 5 2 22 0 6
WILSON PRSA 0 385 383 0 1 5 0 1
WILSON PRSP 0 473 1099 0 0 10 0 1
WILSON PRST 0 500 499 2 1 4 0 0
WILSON PRTA 0 2352 2742 4 8 20 0 6
WILSON PRTO 0 1255 1576 4 4 13 0 1
WILSON PRWA 0 491 103 0 2 3 0 1
WILSON PRWB 0 629 55 1 0 4 0 0
WILSON PRWC 0 984 112 1 3 0 0 0
WILSON PRWD 0 575 828 2 1 17 0 3
WILSON PRWE 0 701 286 0 3 4 0 3
WILSON PRWH 0 492 21 2 2 3 0 0
WILSON PRWI 0 884 363 2 2 7 0 1
WILSON PRWJ 0 1674 1134 2 2 19 0 2
WILSON PRWK 0 519 759 0 5 7 0 3
WILSON PRWL 0 964 960 5 2 22 0 8
WILSON PRWM 0 1749 1550 2 7 38 0 11
WILSON PRWN 0 1524 128 1 0 7 0 3
WILSON PRWP 0 569 821 2 1 10 0 3
WILSON PRWQ 0 409 13 0 0 2 0 0
WILSON PRWR 0 927 109 1 4 2 0 1
YADKIN ABSENTEE 0 994 1154 7 4 12 1 5
YADKIN BNVL 0 91 554 0 0 5 0 0
YADKIN DCRK 0 65 360 2 3 7 0 0
YADKIN EBND 0 85 695 2 1 5 0 4
YADKIN FBSH 0 95 629 0 1 6 0 3
YADKIN NBCK 0 58 334 1 1 1 0 0
YADKIN NFAL 0 37 301 0 2 2 0 1
YADKIN NKNB 0 131 618 2 1 9 0 0
YADKIN NLIB 0 94 398 1 1 7 0 2
YADKIN "ONE STOP" 0 1947 9332 14 10 63 0 16
YADKIN PROVISIONAL 0 0 37 0 1 0 0 0
YADKIN SBCK 0 45 313 2 0 5 0 1
YADKIN SFAL 0 38 433 1 0 2 0 1
YADKIN SKNB 0 29 301 0 2 3 0 1
YADKIN SLIB 0 54 474 1 1 4 0 0
YADKIN TRANSFER 0 0 0 0 0 0 0 0
YANCEY "01 BUR" 0 993 1571 3 6 24 0 6
YANCEY "02 CAN" 0 343 824 5 4 13 0 0
YANCEY "03 EGY" 0 132 284 0 0 4 0 1
YANCEY "04 RAM" 0 67 197 0 0 2 0 1
YANCEY "05 GRE" 0 108 253 0 0 1 0 0
YANCEY "06 JAC" 0 366 813 0 1 15 0 2
YANCEY "07 BRU" 0 97 224 0 3 1 0 0
YANCEY "08 CRA" 0 559 1411 5 5 12 0 8
YANCEY "09 SOU" 0 677 865 2 6 5 0 0
YANCEY "10 PEN" 0 122 328 1 0 0 0 0
YANCEY "11 PRI" 0 224 746 2 2 5 0 3
