COUNTY AREA TOTAL DEM REP LIB IND GRN OTH
"Prince William County" "412 - Catharpin" 1148 401 687 28 22 6 4
"Prince William County" "413 - Reagan" 1805 731 940 59 41 11 23
"Prince William County" "501 - Lake Ridge" 1500 828 574 43 31 12 12
"Prince William County" "502 - Occoquan" 1168 668 409 41 26 11 13
"Prince William County" "503 - Old Bridge" 1364 936 337 45 24 9 13
"Prince William County" "504 - Rockledge" 1109 640 390 36 21 9 13
"Prince William County" "505 - Mohican" 1587 898 571 52 33 19 14
"Prince William County" "506 - Bethel" 2079 1305 650 47 33 24 20
"Prince William County" "507 - Chinn" 1468 895 470 38 27 14 24
"Prince William County" "508 - Springwoods" 1165 753 319 38 31 10 14
"Prince William County" "509 - Mc Coart" 1647 696 843 56 31 9 12
"Prince William County" "510 - Yates Ford" 1152 438 628 36 23 8 19
"Prince William County" "511 - Westridge" 1648 904 621 55 33 13 22
"Prince William County" "512 - York" 1671 1253 325 43 26 17 7
"Prince William County" "513 - Lynnwood" 1669 849 674 47 47 23 29
"Prince William County" "514 - Antietam" 1799 1067 572 80 37 20 23
"Prince William County" "601 - Dale" 1467 1087 296 36 19 15 14
"Prince William County" "602 - Beville" 2148 1536 526 44 16 12 14
"Prince William County" "603 - Hampton" 1233 951 224 28 12 9 9
"Prince William County" "604 - Gideon" 1391 1018 310 28 15 14 6
"Prince William County" "605 - Minnieville" 1527 982 446 46 23 21 9
"Prince William County" "606 - Bel Air" 1529 984 469 42 12 12 10
"Prince William County" "607 - Kerrydale" 1793 1227 463 42 25 27 9
"Prince William County" "608 - Enterprise" 1540 1073 402 35 13 6 11
"Prince William County" "609 - King" 3 0 0 0 0 0 3
"Prince William County" "609 - King" 1851 1209 540 55 25 8 14
"Prince William County" "610 - Fitzgerald" 1620 1161 389 33 14 13 10
"Prince William County" "611 - Neabsco" 1206 870 286 20 8 11 11
"Prince William County" "701 - Belmont" 1695 1015 600 38 18 15 9
"Prince William County" "702 - Library" 1592 1150 336 43 25 24 14
"Prince William County" "703 - Lynn" 1067 826 179 26 15 12 9
"Prince William County" "704 - Porter" 1579 1230 269 41 7 16 16
"Prince William County" "705 - Potomac View" 1095 672 383 17 6 9 8
"Prince William County" "706 - Rippon" 1720 1130 512 42 16 12 8
"Prince William County" "707 - Kilby" 1405 978 361 16 25 12 13
"Prince William County" "708 - River Oaks" 1608 1261 275 32 17 13 10
"Prince William County" "709 - Freedom" 1611 1309 242 31 14 11 4
"Prince William County" "710 - Powells Creek" 1425 1113 229 23 18 31 11
"Prince William County" "711 - Grayson" 1823 1372 362 36 11 19 23
"Prince William County" "712 - Leesylvania" 1480 881 520 32 24 8 15
"Prince William County" "Ab - Central Absentee Precinct" 19889 10993 7669 589 333 106 199
"Prince William County" "Ab - Central Absentee Precinct" 11315 5300 5349 299 187 49 131
"Prince William County" "Ab - Central Absentee Precinct" 19029 13660 4505 374 218 109 163
"Prince William County" Provisional 82 42 31 5 1 2 1
"Prince William County" Provisional 38 23 12 2 0 0 1
"Prince William County" Provisional 42 31 9 2 0 0 0
"Pulaski County" "101 - Belspring" 597 156 421 4 8 6 2
"Pulaski County" "102 - New River" 1750 645 1005 49 26 21 4
"Pulaski County" "103 - West Cloyd" 980 237 706 19 9 6 3
"Pulaski County" "201 - Draper" 1028 238 754 14 12 6 4
"Pulaski County" "202 - South Pulaski" 244 69 169 4 2 0 0
"Pulaski County" "203 - Newbern" 1660 466 1116 38 20 13 7
"Pulaski County" "301 - Dublin" 1570 375 1137 31 19 3 5
"Pulaski County" "302 - Hiwassee" 350 58 280 5 3 4 0
"Pulaski County" "304 - Snowville" 884 201 648 21 7 5 2
"Pulaski County" "401 - Massie" 2041 538 1409 51 27 10 6
"Pulaski County" "402 - Walker" 695 122 553 13 7 0 0
"Pulaski County" "501 - Robinson" 2261 669 1470 74 19 26 3
"Pulaski County" "Ab - Central Absentee Precinct" 1096 396 646 27 12 7 8
"Pulaski County" Provisional 11 2 8 1 0 0 0
"Radford City" "1 - East Precinct" 2431 1339 865 155 28 27 17
"Radford City" "2 - Central Precinct" 1495 701 672 56 30 15 21
"Radford City" "3 - West Precinct" 1659 612 906 74 45 13 9
"Radford City" "Ab - Central Absentee Precinct" 497 271 194 16 10 3 3
"Radford City" Provisional 3 2 1 0 0 0 0
"Rappahannock County" "101 - Washington" 870 363 478 11 6 4 8
"Rappahannock County" "201 - Amissville" 843 236 569 30 5 3 0
"Rappahannock County" "301 - Sperryville" 771 340 397 14 7 7 6
"Rappahannock County" "401 - Scrabble" 708 265 416 13 5 8 1
"Rappahannock County" "501 - Chester Gap" 377 77 280 10 6 3 1
"Rappahannock County" "502 - Flint Hill" 454 183 241 8 9 8 5
"Rappahannock County" "Ab - Central Absentee Precinct" 451 279 153 7 4 3 5
"Rappahannock County" Provisional 9 4 5 0 0 0 0
"Richmond County" "101 - Precinct 1-1" 739 458 268 4 3 3 3
"Richmond County" "201 - Precinct 2-1" 677 200 455 14 3 5 0
"Richmond County" "301 - Precinct 3-1" 580 198 361 12 4 2 3
"Richmond County" "401 - Precinct 4-1" 709 198 497 9 3 1 1
"Richmond County" "501 - Precinct 5-1" 673 182 476 8 5 1 1
"Richmond County" "Ab - Central Absentee Precinct" 283 111 156 10 3 1 2
"Richmond County" Provisional 0 0 0 0 0 0 0
"Richmond City" "101 - One Hundred One" 2135 1260 674 134 27 11 29
"Richmond City" "102 - One Hundred Two" 988 500 390 69 19 6 4
"Richmond City" "104 - One Hundred Four" 1509 750 595 114 28 5 17
"Richmond City" "105 - One Hundred Five" 1436 830 450 99 32 8 17
"Richmond City" "106 - One Hundred Six" 1515 568 776 109 33 5 24
"Richmond City" "111 - One Hundred Eleven" 1305 757 445 67 21 7 8
"Richmond City" "112 - One Hundred Twelve" 1108 699 323 59 16 4 7
"Richmond City" "113 - One Hundred Thirteen" 1676 1256 262 91 25 28 14
"Richmond City" "114 - One Hundred Fourteen" 2031 1447 360 142 22 31 29
"Richmond City" "203 - Two Hundred Three" 2106 1545 398 98 34 19 12
"Richmond City" "204 - Two Hundred Four" 1847 1320 339 107 32 33 16
"Richmond City" "206 - Two Hundred Six" 2707 2308 229 94 11 49 16
"Richmond City" "207 - Two Hundred Seven" 1902 1370 362 106 20 23 21
"Richmond City" "208 - Two Hundred Eight" 1981 1476 331 105 34 19 16
"Richmond City" "213 - Two Hundred Thirteen" 2554 2181 183 86 17 66 21
"Richmond City" "301 - Three Hundred One" 912 861 25 11 3 8 4
"Richmond City" "302 - Three Hundred Two" 1007 863 92 26 14 9 3
"Richmond City" "303 - Three Hundred Three" 836 762 38 18 7 9 2
"Richmond City" "304 - Three Hundred Four" 1184 1111 30 13 3 16 11
"Richmond City" "305 - Three Hundred Five" 1250 1076 82 38 24 17 13
"Richmond City" "306 - Three Hundred Six" 1075 964 53 28 9 17 4
"Richmond City" "307 - Three Hundred Seven" 1236 955 195 49 16 10 11
"Richmond City" "308 - Three Hundred Eight" 1329 1005 230 56 17 9 12
"Richmond City" "309 - Three Hundred Nine" 1005 629 318 36 12 6 4
"Richmond City" "310 - Three Hundred Ten" 622 608 4 3 0 3 4
"Richmond City" "402 - Four Hundred Two" 2245 1540 496 134 31 23 21
"Richmond City" "404 - Four Hundred Four" 1908 1393 381 68 23 30 13
"Richmond City" "409 - Four Hundred Nine" 2573 1443 956 106 27 18 23
"Richmond City" "410 - Four Hundred Ten" 1546 1044 410 44 22 16 10
"Richmond City" "412 - Four Hundred Twelve" 1411 1018 306 45 20 12 10
"Richmond City" "413 - Four Hundred Thirteen" 1439 904 429 63 19 16 8
"Richmond City" "414 - Four Hundred Fourteen" 1584 900 559 73 28 14 10
"Richmond City" "501 - Five Hundred One" 1875 1528 215 79 13 29 11
"Richmond City" "503 - Five Hundred Three" 1790 1553 140 66 15 10 6
"Richmond City" "504 - Five Hundred Four" 2407 1931 261 113 30 44 28
"Richmond City" "505 - Five Hundred Five" 1141 897 138 55 9 33 9
"Richmond City" "508 - Five Hundred Eight" 937 713 132 46 16 16 14
"Richmond City" "509 - Five Hundred Nine" 1360 1231 73 28 11 11 6
"Richmond City" "510 - Five Hundred Ten" 1481 1279 99 48 19 19 17
"Richmond City" "602 - Six Hundred Two" 1017 970 13 2 5 5 22
"Richmond City" "603 - Six Hundred Three" 1155 1082 30 10 9 20 4
"Richmond City" "604 - Six Hundred Four" 893 835 32 10 3 10 3
"Richmond City" "606 - Six Hundred Six" 1365 1281 47 12 9 9 7
"Richmond City" "607 - Six Hundred Seven" 1699 1342 241 56 18 30 12
"Richmond City" "609 - Six Hundred Nine" 1780 1482 180 67 10 32 9
"Richmond City" "610 - Six Hundred Ten" 1022 982 22 2 8 5 3
"Richmond City" "701 - Seven Hundred One" 1176 1142 16 6 3 7 2
"Richmond City" "702 - Seven Hundred Two" 1092 994 35 22 19 15 7
"Richmond City" "703 - Seven Hundred Three" 1127 1012 36 32 27 10 10
"Richmond City" "705 - Seven Hundred Five" 1070 886 88 42 18 21 15
"Richmond City" "706 - Seven Hundred Six" 1804 1629 96 30 11 24 14
"Richmond City" "707 - Seven Hundred Seven" 2283 1872 245 87 29 32 18
"Richmond City" "708 - Seven Hundred Eight" 2088 1554 332 122 31 31 18
"Richmond City" "802 - Eight Hundred Two" 1051 999 19 12 6 9 6
"Richmond City" "806 - Eight Hundred Six" 1456 1298 129 4 5 13 7
"Richmond City" "810 - Eight Hundred Ten" 1090 945 114 8 6 10 7
"Richmond City" "811 - Eight Hundred Eleven" 1367 1233 94 8 12 12 8
"Richmond City" "812 - Eight Hundred Twelve" 1798 1518 233 17 9 12 9
"Richmond City" "814 - Eight Hundred Fourteen" 976 903 49 5 8 9 2
"Richmond City" "902 - Nine Hundred Two" 585 528 39 7 6 5 0
"Richmond City" "903 - Nine Hundred Three" 1508 1319 158 11 8 8 4
"Richmond City" "908 - Nine Hundred Eight" 1419 1249 118 27 12 9 4
"Richmond City" "909 - Nine Hundred Nine" 1581 1381 138 20 16 18 8
"Richmond City" "910 - Nine Hundred Ten" 1310 1140 131 15 6 14 4
"Richmond City" "911 - Nine Hundred Eleven" 1266 1167 64 7 12 9 7
"Richmond City" "Ab - Central Absentee Precinct" 7463 5964 1095 248 57 46 53
"Richmond City" Provisional 90 77 8 2 2 0 1
"Roanoke County" "101 - Catawba" 585 130 424 21 5 2 3
"Roanoke County" "102 - Mason Valley" 547 118 393 24 5 1 6
"Roanoke County" "103 - Glenvar" 1410 393 952 35 14 9 7
"Roanoke County" "104 - Northside" 1101 433 617 28 9 7 7
"Roanoke County" "105 - Peters Creek" 2196 696 1371 71 28 10 20
"Roanoke County" "106 - Green Hill" 2095 604 1390 54 33 8 6
"Roanoke County" "107 - Bennett Springs" 743 155 553 23 6 5 1
"Roanoke County" "108 - Wildwood" 1090 294 736 38 11 6 5
"Roanoke County" "201 - Plantation" 1449 463 897 50 26 8 5
"Roanoke County" "202 - Burlington" 994 386 539 30 20 13 6
"Roanoke County" "203 - Mountain View" 2172 649 1422 61 33 4 3
"Roanoke County" "204 - Botetourt Springs" 1718 659 971 48 25 7 8
"Roanoke County" "205 - Orchards" 2340 656 1579 54 39 8 4
"Roanoke County" "206 - Hollins" 849 353 455 20 11 6 4
"Roanoke County" "301 - Bent Mountain" 508 148 330 14 8 4 4
"Roanoke County" "302 - Poages Mill" 2257 655 1471 78 28 13 12
"Roanoke County" "303 - Windsor Hills" 1292 494 724 45 24 3 2
"Roanoke County" "304 - Oak Grove" 2209 820 1265 68 28 10 18
"Roanoke County" "305 - Castle Rock" 2466 928 1369 101 35 14 19
"Roanoke County" "306 - Garst Mill" 1114 486 545 46 17 10 10
"Roanoke County" "402 - Bonsack" 484 133 328 10 7 3 3
"Roanoke County" "403 - North Vinton" 1456 428 940 52 18 10 8
"Roanoke County" "404 - South Vinton" 1723 563 1087 43 7 14 9
"Roanoke County" "405 - Lindenwood" 2655 740 1809 71 20 4 11
"Roanoke County" "406 - Mount Pleasant" 1879 469 1305 56 25 16 8
"Roanoke County" "501 - Cotton Hill" 1230 431 719 35 23 9 13
"Roanoke County" "502 - Penn Forest" 1093 388 640 35 17 8 5
"Roanoke County" "503 - Cave Spring" 1400 485 831 40 27 6 11
"Roanoke County" "504 - Ogden" 1298 567 614 68 22 15 12
"Roanoke County" "505 - Clearbrook" 1030 273 717 26 6 5 3
"Roanoke County" "506 - Mount Vernon" 1120 415 628 47 14 10 6
"Roanoke County" "507 - Hunting Hills" 1980 715 1144 62 27 17 15
"Roanoke County" "Ab - Central Absentee Precinct" 3908 1622 2069 125 48 13 31
"Roanoke County" "Ab - Central Absentee Precinct" 1073 441 561 39 12 8 12
"Roanoke County" Provisional 21 7 12 2 0 0 0
"Roanoke County" Provisional 4 3 1 0 0 0 0
"Roanoke City" "1 -Peters Creek" 1581 1220 303 18 9 21 10
"Roanoke City" "2 - Grandview" 1667 1037 539 40 16 20 15
"Roanoke City" "3 -Preston Park" 1803 701 1003 63 16 12 8
"Roanoke City" "4 - Williamson Road" 1590 762 728 58 13 20 9
"Roanoke City" "5 - East Gate" 1685 577 1016 65 7 10 10
"Roanoke City" "6 - Hollins Road" 1788 839 827 75 21 15 11
"Roanoke City" "7 - Southeast" 1362 537 704 62 17 22 20
"Roanoke City" "8 - Lincoln Terrace" 1256 1132 84 20 4 11 5
"Roanoke City" "9 - Highland" 1556 1034 375 87 16 29 15
"Roanoke City" "10 - Old Southwest-Wasena" 1765 1016 565 98 24 45 17
"Roanoke City" "11 - Raleigh Court" 1990 1120 731 75 30 20 14
"Roanoke City" "12 - South Roanoke" 1606 689 804 53 40 10 10
"Roanoke City" "13 - Garden City" 1725 551 1057 80 16 18 3
"Roanoke City" "14 - Crystal Spring" 1938 949 854 72 33 19 11
"Roanoke City" "15 - Grandin Court" 1805 878 782 72 29 27 17
"Roanoke City" "16 - Deyerle" 1783 756 950 44 14 8 11
"Roanoke City" "17 - Lee-Hi" 1756 917 694 91 20 24 10
"Roanoke City" "18 - Virginia Heights-Norwich" 1768 1200 469 48 16 22 13
"Roanoke City" "19 - Summit Hills" 1604 880 636 51 22 11 4
"Roanoke City" "20 - Forest Park" 947 829 88 14 7 7 2
"Roanoke City" "21 - Eureka Park" 1918 1744 137 22 2 11 2
"Roanoke City" "Ab - Central Absentee Precinct" 4517 2889 1418 107 40 29 34
"Roanoke City" Provisional 56 29 25 1 1 0 0
"Rockbridge County" "101 - Airport" 858 344 458 32 14 1 9
"Rockbridge County" "102 - Ben Salem" 648 206 404 11 15 5 7
"Rockbridge County" "103 - Plank Road" 341 90 234 11 4 2 0
"Rockbridge County" "104 - Effinger" 384 100 259 8 6 7 4
"Rockbridge County" "201 - Collierstown" 618 224 356 14 11 3 10
"Rockbridge County" "202 - Highland Belle" 1123 404 657 26 25 3 8
"Rockbridge County" "203 - Vo-Tech" 326 167 139 13 5 1 1
"Rockbridge County" "301 - Maury River" 590 199 372 8 7 2 2
"Rockbridge County" "302 - Natural Bridge" 649 168 443 25 5 4 4
"Rockbridge County" "303 - Falling Spring" 306 73 216 9 5 0 3
"Rockbridge County" "401 - Fairfield" 652 181 444 12 4 8 3
"Rockbridge County" "402 - Mountain View" 935 218 672 21 11 5 8
"Rockbridge County" "403 - Vesuvius" 336 76 244 3 7 3 3
"Rockbridge County" "501 - Goshen" 346 60 272 3 6 3 2
"Rockbridge County" "502 - Meadowview" 607 244 317 21 12 4 9
"Rockbridge County" "503 - Rockbridge Baths" 415 140 260 7 1 3 4
"Rockbridge County" "504 - Rockbridge" 721 213 465 21 12 6 4
"Rockbridge County" "Ab - Central Absentee Precinct" 929 399 459 26 21 6 18
"Rockbridge County" Provisional 11 2 9 0 0 0 0
"Rockingham County" "101 - Broadway" 1745 424 1214 65 24 9 9
"Rockingham County" "102 - Timberville" 948 230 659 35 12 9 3
"Rockingham County" "103 - Fulks Run" 971 119 816 18 11 4 3
"Rockingham County" "104 - Bergton" 337 42 282 8 1 1 3
"Rockingham County" "105 - Lacey Spring" 787 112 636 21 14 2 2
"Rockingham County" "106 - Tenth Legion" 702 134 526 21 14 3 4
"Rockingham County" "107 - Plains" 809 148 617 24 14 1 5
"Rockingham County" "108 - Little North Mountain" 563 103 428 10 18 0 4
"Rockingham County" "201 - Singers Glen" 1104 216 827 32 15 6 8
"Rockingham County" "202 - Edom" 1721 491 1125 56 24 15 10
"Rockingham County" "203 - Dayton" 775 232 487 31 17 6 2
"Rockingham County" "204 - Mt Clinton" 1222 259 900 29 19 5 10
"Rockingham County" "205 - Silver Lake" 1553 480 964 46 47 10 6
"Rockingham County" "301 - Keezletown" 842 199 586 34 10 4 9
"Rockingham County" "302 - Port Republic" 1329 285 989 31 15 3 6
"Rockingham County" "303 - Melrose" 697 134 527 17 13 5 1
"Rockingham County" "304 - Grottoes" 1225 260 915 27 16 3 4
"Rockingham County" "305 - Massanetta Springs" 1539 587 848 54 31 11 8
"Rockingham County" "306 - Cross Keys" 438 95 311 10 8 5 9
"Rockingham County" "307 - Crossroads" 1864 685 1060 61 34 10 14
"Rockingham County" "401 - Bridgewater" 2375 809 1408 65 57 22 14
"Rockingham County" "402 - Montezuma" 1228 270 894 27 25 4 8
"Rockingham County" "403 - Mt Crawford" 203 56 129 8 7 3 0
"Rockingham County" "404 - North River" 1275 321 884 30 28 8 4
"Rockingham County" "405 - Ottobine" 1475 191 1229 27 12 7 9
"Rockingham County" "501 - Elkton" 1315 301 952 35 15 4 8
"Rockingham County" "502 - Swift Run" 1846 252 1538 26 14 11 5
"Rockingham County" "503 - Mcgaheysville" 1631 368 1161 62 27 7 6
"Rockingham County" "504 - South Fork" 848 134 681 19 8 0 6
"Rockingham County" "505 - Stony Run" 1459 479 889 42 27 15 7
"Rockingham County" "Ab - Central Absentee Precinct" 2635 945 1487 117 33 15 38
"Rockingham County" Provisional 26 5 21 0 0 0 0
"Russell County" "101 - Moccasin" 789 111 654 8 8 2 6
"Russell County" "102 - Copper Creek" 649 106 524 10 4 4 1
"Russell County" "103 - South Castlewood" 471 86 368 11 2 4 0
"Russell County" "201 - North Castlewood" 1346 264 1037 23 11 4 7
"Russell County" "202 - Dante" 284 58 217 1 5 1 2
"Russell County" "301 - Cooks Mill" 245 51 190 1 0 3 0
"Russell County" "302 - Daugherty" 355 60 280 7 5 3 0
"Russell County" "303 - New Garden" 789 141 620 13 5 8 2
"Russell County" "304 - Cleveland" 476 113 337 8 9 5 4
"Russell County" "401 - Drill" 123 25 91 5 0 1 1
"Russell County" "402 - Swords Creek" 1221 134 1062 13 6 4 2
"Russell County" "403 - Honaker" 517 112 389 8 4 1 3
"Russell County" "501 - West Lebanon" 1739 383 1281 33 22 11 9
"Russell County" "601 - East Lebanon" 935 168 734 21 7 4 1
"Russell County" "602 - Elk Garden" 1167 191 949 13 10 3 1
"Russell County" "Ab - Central Absentee Precinct" 1136 327 785 14 6 0 4
"Russell County" Provisional 4 0 3 1 0 0 0
"Salem City" "1 - North Salem No 2" 1416 598 713 63 19 13 10
"Salem City" "2 - Conehurst" 730 258 424 29 6 5 8
"Salem City" "3 - Beverly Heights" 731 185 497 20 17 4 8
"Salem City" "4 - West Salem" 1074 307 682 49 16 7 13
"Salem City" "5 - North Salem No 1" 1469 565 813 59 11 10 11
"Salem City" "6 - South Salem No 1" 774 279 453 25 9 5 3
"Salem City" "7 - South Salem No 2" 1111 332 693 47 12 11 16
"Salem City" "8 - East Salem" 486 159 293 16 9 7 2
"Salem City" "9 - South Side Hills" 1485 415 984 50 17 9 10
"Salem City" "10 - Hidden Valley" 1616 548 972 45 28 7 16
"Salem City" "Ab - Central Absentee Precinct" 1333 556 702 39 14 14 8
"Salem City" Provisional 0 0 0 0 0 0 0
"Scott County" "101 - Weber City" 678 115 535 14 5 4 5
"Scott County" "102 - Yuma" 839 141 677 8 8 1 4
"Scott County" "202 - Weber City East" 522 77 428 6 5 3 3
"Scott County" "203 - Hiltons" 843 117 700 13 7 1 5
"Scott County" "204 - Clark's" 210 23 183 1 1 0 2
"Scott County" "301 - Nickelsville" 582 76 499 6 0 1 0
"Scott County" "302 - Snowflake" 472 63 403 2 0 3 1
"Scott County" "303 - Twin Springs" 442 81 352 5 2 1 1
"Scott County" "304 - Copper Creek" 137 29 105 2 0 1 0
"Scott County" "401 - Gate City" 1567 259 1251 35 5 9 8
"Scott County" "501 - Dungannon" 336 77 252 2 3 0 2
"Scott County" "502 - Fort Blackmore" 387 60 325 1 1 0 0
"Scott County" "503 - Manville" 234 27 199 5 2 1 0
"Scott County" "504 - Rye Cove" 516 57 455 2 1 0 1
"Scott County" "601 - Clinchport" 372 37 324 5 4 2 0
"Scott County" "602 - Duffield-Pattonsville" 803 123 654 16 3 6 1
"Scott County" "603 - Fairview" 188 41 142 3 1 1 0
"Scott County" "Ab - Central Absentee Precinct" 965 176 758 16 5 5 5
"Scott County" Provisional 7 2 5 0 0 0 0
"Shenandoah County" "101 - Orkney Springs" 865 238 588 17 8 5 9
"Shenandoah County" "103 - New Market" 2202 497 1560 70 32 24 19
"Shenandoah County" "201 - Conicville" 1576 306 1203 31 18 8 10
"Shenandoah County" "202 - Mt Jackson" 1357 334 952 39 9 13 10
"Shenandoah County" "302 - Edinburg" 1423 309 1018 47 25 10 14
"Shenandoah County" "303 - St Luke" 1403 264 1094 23 9 6 7
"Shenandoah County" "304 - Fort Valley" 759 153 553 28 12 8 5
"Shenandoah County" "401 - Woodstock" 2827 883 1743 97 57 22 25
"Shenandoah County" "501 - Cedar Creek" 118 43 73 2 0 0 0
"Shenandoah County" "503 - Toms Brook" 1971 457 1408 50 31 8 17
"Shenandoah County" "504 - Lebanon Church" 1346 288 998 32 15 6 7
"Shenandoah County" "601 - Strasburg" 2891 853 1877 76 41 30 14
"Shenandoah County" "Ab - Central Absentee Precinct" 1752 644 1011 43 29 7 18
"Shenandoah County" Provisional 23 4 16 1 0 2 0
"Smyth County" "101 - Saltville" 1559 306 1219 18 7 3 6
"Smyth County" "201 - Seven Mile Ford" 1168 193 937 26 5 5 2
"Smyth County" "202 - Rich Valley" 468 116 339 6 4 2 1
"Smyth County" "301 - Chilhowie" 1460 248 1162 27 12 4 7
"Smyth County" "302 - St Clair" 401 44 345 3 3 4 2
"Smyth County" "401 - East Park" 1072 262 758 30 11 4 7
"Smyth County" "402 - West Park" 553 168 355 21 6 1 2
"Smyth County" "501 - Atkins" 1088 174 871 20 16 5 2
"Smyth County" "502 - Wassona" 759 256 466 19 12 2 4
"Smyth County" "601 - Royal Oak East" 1057 226 789 16 11 8 7
"Smyth County" "602 - Royal Oak West" 552 112 424 8 4 3 1
"Smyth County" "701 - Adwolfe" 1140 139 965 19 5 5 7
"Smyth County" "702 - Sugar Grove" 663 145 492 17 5 2 2
"Smyth County" "703 - Konnarock" 100 16 80 4 0 0 0
"Smyth County" "Ab - Central Absentee Precinct" 841 256 545 23 11 5 1
"Smyth County" Provisional 9 4 3 1 1 0 0
"Southampton County" "101 - Berlin" 627 95 504 20 7 0 1
"Southampton County" "102 - Ivor" 847 331 491 15 7 3 0
"Southampton County" "201 - Boykins" 829 480 337 8 2 2 0
"Southampton County" "202 - Branchville" 278 115 154 5 3 0 1
"Southampton County" "301 - Capron" 659 309 330 14 4 1 1
"Southampton County" "302 - Sebrell" 626 247 362 11 2 3 1
"Southampton County" "401 - Drewryville" 493 255 228 6 4 0 0
"Southampton County" "501 - Hunterdale" 1036 302 698 23 8 5 0
"Southampton County" "502 - Forks-Of-The-River" 448 202 238 6 1 1 0
"Southampton County" "601 - Courtland" 913 375 514 14 8 2 0
"Southampton County" "602 - Sedley" 371 70 291 7 1 1 1
"Southampton County" "701 - Blackwater River" 480 308 164 6 2 0 0
"Southampton County" "702 - Newsoms" 673 232 424 11 3 2 1
"Southampton County" "Ab - Central Absentee Precinct" 598 274 300 10 10 4 0
"Southampton County" Provisional 0 0 0 0 0 0 0
"Spotsylvania County" "101 - Partlow" 1569 360 1139 40 10 8 12
"Spotsylvania County" "102 - Blaydes Corner" 1704 462 1178 33 14 7 10
"Spotsylvania County" "103 - Travelers Rest" 40 16 23 0 1 0 0
"Spotsylvania County" "103 - Travelers Rest" 2093 716 1257 64 24 16 16
"Spotsylvania County" "104 - Massaponax" 2056 724 1182 72 35 26 17
"Spotsylvania County" "201 - Wilderness School" 1920 727 1074 66 26 13 14
"Spotsylvania County" "202 - Wilderness Fire" 1841 555 1153 80 28 13 12
"Spotsylvania County" "203 - Ni River / Elys Ford" 1695 451 1160 43 16 8 17
"Spotsylvania County" "204 - Chancellor" 2482 1047 1254 91 45 22 23
"Spotsylvania County" "301 - Plank Road" 2267 884 1232 83 28 26 14
"Spotsylvania County" "302 - Hazel Run" 2482 1062 1267 70 34 29 20
"Spotsylvania County" "303 - Riverbend" 2649 924 1585 56 49 17 18
"Spotsylvania County" "401 - Summit" 2372 1034 1192 79 33 13 21
"Spotsylvania County" "402 - Parkside" 1849 882 842 57 45 11 12
"Spotsylvania County" "402 - Parkside" 436 204 212 7 7 1 5
"Spotsylvania County" "403 - Lee Hill" 2866 1279 1394 97 53 21 22
"Spotsylvania County" "501 - Belmont" 1422 352 996 43 18 10 3
"Spotsylvania County" "502 - Brokenburg" 1281 309 921 30 13 3 5
"Spotsylvania County" "503 - Post Oak" 1452 328 1070 25 15 7 7
"Spotsylvania County" "504 - Courthouse" 2011 682 1214 58 25 17 15
"Spotsylvania County" "505 - Brock" 2033 563 1350 59 27 14 20
"Spotsylvania County" "601 - Salem" 2423 1015 1213 103 40 30 22
"Spotsylvania County" "602 - Smith Station" 3111 1416 1510 103 43 23 16
"Spotsylvania County" "603 - Piedmont" 1597 628 862 65 22 13 7
"Spotsylvania County" "701 - Battlefield" 1892 867 910 58 29 17 11
"Spotsylvania County" "702 - Brents Mill" 1214 537 574 53 27 18 5
"Spotsylvania County" "702 - Brents Mill" 1011 392 533 45 23 13 5
"Spotsylvania County" "703 - Fairview" 328 140 160 16 7 3 2
"Spotsylvania County" "703 - Fairview" 915 453 398 34 16 7 7
"Spotsylvania County" "704 - Gayle" 832 361 449 9 6 3 4
"Spotsylvania County" "704 - Gayle" 1845 834 912 45 37 3 14
"Spotsylvania County" "Ab - Central Absentee Precinct" 2333 1160 1038 56 32 16 31
"Spotsylvania County" "Ab - Central Absentee Precinct" 6534 2840 3365 170 72 22 65
"Spotsylvania County" Provisional 1 0 1 0 0 0 0
"Spotsylvania County" Provisional 6 3 3 0 0 0 0
"Stafford County" "101 - Hartwood" 3393 965 2214 100 63 25 26
"Stafford County" "102 - Rocky Run" 1603 689 837 43 24 8 2
"Stafford County" "103 - Simpson" 2070 740 1212 65 23 14 16
"Stafford County" "104 - College" 2662 1009 1492 81 47 18 15
"Stafford County" "201 - Rock Hill" 1930 750 1060 65 26 15 14
"Stafford County" "202 - Roseville" 2481 1037 1256 106 40 22 20
"Stafford County" "203 - Ruby" 1857 453 1279 83 17 17 8
"Stafford County" "204 - Stefaniga" 2434 895 1424 56 31 10 18
"Stafford County" "301 - Griffis" 1655 1013 563 44 14 13 8
"Stafford County" "302 - Widewater" 2559 1302 1107 89 28 16 17
"Stafford County" "303 - Harbour" 1421 519 796 60 22 11 13
"Stafford County" "304 - Barrett" 1032 502 471 31 16 8 4
"Stafford County" "401 - Aquia" 774 462 269 21 12 5 5
"Stafford County" "402 - Courthouse" 2753 1534 1054 87 36 23 19
"Stafford County" "403 - Brooke" 2481 830 1507 81 27 19 17
"Stafford County" "404 - Government Island" 1752 625 980 64 36 18 29
"Stafford County" "501 - Grafton" 2861 977 1721 81 37 17 28
"Stafford County" "502 - Falmouth" 1893 767 994 51 45 9 27
"Stafford County" "503 - Drew" 1968 750 1077 78 23 25 15
"Stafford County" "504 - Gayle" 1757 938 727 37 30 16 9
"Stafford County" "601 - Ferry Farm" 1966 673 1172 60 25 14 22
