DIST COUNTY AREA TOTAL DEM REP IND OTH
3 PORTAGE "VILLAGE OF MILLADORE Ward 2" 10 3 2 0 0
3 PORTAGE "Village of NELSONVILLE Ward 1" 216 71 37 0 0
3 PORTAGE "Village of PARK RIDGE Ward 1" 778 245 144 0 0
3 PORTAGE "Village of PLOVER Wards 1-3" 4888 1317 1124 0 3
3 PORTAGE "Village of PLOVER Wards 4-6" 5590 1487 1305 0 3
3 PORTAGE "Village of PLOVER Wards 7-9" 4536 1271 995 0 2
3 PORTAGE "Village of ROSHOLT Ward 1" 514 117 139 0 1
3 PORTAGE "Village of WHITING Wards 1-4" 2080 628 412 0 0
3 PORTAGE "City of STEVENS POINT Wards 1-3" 2100 757 289 0 4
3 PORTAGE "City of STEVENS POINT Wards 4-6" 1660 576 254 0 0
3 PORTAGE "City of STEVENS POINT Wards 7-9" 1444 519 202 0 1
3 PORTAGE "City of STEVENS POINT Wards 10-12" 2186 728 363 0 2
3 PORTAGE "City of STEVENS POINT Wards 13-15" 2490 865 379 0 1
3 PORTAGE "City of STEVENS POINT Wards 16-18" 3236 1002 615 0 1
3 PORTAGE "City of STEVENS POINT Wards 19-21" 2516 812 444 0 2
3 PORTAGE "City of STEVENS POINT Wards 22-24" 2988 925 568 0 1
3 PORTAGE "City of STEVENS POINT Wards 25-27" 2380 755 432 0 3
3 PORTAGE "City of STEVENS POINT Wards 28-30" 2726 863 499 0 1
3 PORTAGE "City of STEVENS POINT Wards 31-33" 1454 499 227 0 1
3 PORTAGE "City of STEVENS POINT Wards 34,42" 0 0 0 0 0
3 PORTAGE "City of STEVENS POINT Wards 35,40,43,46-47" 26 6 7 0 0
3 PORTAGE "City of STEVENS POINT Wards 36,38,41,45" 0 0 0 0 0
3 PORTAGE "City of STEVENS POINT Wards 37,39,44" 4 2 0 0 0
3 RICHLAND "Town of AKAN Ward 1" 470 111 124 0 0
3 RICHLAND "Town of BLOOM Ward 1" 512 121 135 0 0
3 RICHLAND "Town of BUENA VISTA Ward 4" 4 0 2 0 0
3 RICHLAND "Town of DAYTON Ward 1" 770 172 213 0 0
3 RICHLAND "Town of EAGLE Ward 1" 508 105 149 0 0
3 RICHLAND "Town of FOREST Ward 1" 396 107 91 0 0
3 RICHLAND "Town of HENRIETTA Ward 1" 506 138 115 0 0
3 RICHLAND "Town of MARSHALL Wards 1-2" 672 132 204 0 0
3 RICHLAND "Town of ORION Ward 1" 628 169 145 0 0
3 RICHLAND "Town of RICHLAND Wards 1-4" 1382 295 396 0 0
3 RICHLAND "Town of RICHWOOD Wards 1-2" 584 146 146 0 0
3 RICHLAND "Town of ROCKBRIDGE Wards 1-3" 804 202 200 0 0
3 RICHLAND "Town of SYLVAN Wards 1-2" 472 92 144 0 0
3 RICHLAND "Town of WESTFORD Ward 1" 546 134 139 0 0
3 RICHLAND "Town of WILLOW Ward 1" 532 122 144 0 0
3 RICHLAND "Village of BOAZ Ward 1" 130 35 30 0 0
3 RICHLAND "Village of VIOLA Ward 2" 440 138 82 0 0
3 RICHLAND "Village of YUBA Ward 1" 68 18 16 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 1" 452 107 119 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 2" 300 75 75 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 3" 368 97 87 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 4" 382 113 78 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 5" 412 116 90 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 6" 406 106 97 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 7" 348 101 73 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 8" 400 109 91 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 9" 464 113 119 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 10" 440 116 104 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 11" 380 98 90 0 2
3 RICHLAND "City of RICHLAND CENTER Ward 12" 432 125 90 0 1
3 RICHLAND "City of RICHLAND CENTER Ward 13" 0 0 0 0 0
3 RICHLAND "City of RICHLAND CENTER Ward 14" 0 0 0 0 0
3 TREMPEALEAU "Town of ALBION Wards 1-2" 764 150 232 0 0
3 TREMPEALEAU "Town of ARCADIA Wards 1-4" 1936 381 587 0 0
3 TREMPEALEAU "Town of BURNSIDE Wards 1-2" 482 116 125 0 0
3 TREMPEALEAU "Town of CALEDONIA Wards 1-2" 1116 236 321 0 1
3 TREMPEALEAU "Town of CHIMNEY ROCK Ward 1" 326 70 93 0 0
3 TREMPEALEAU "Town of DODGE Ward 1" 526 122 141 0 0
3 TREMPEALEAU "Town of ETTRICK Wards 1-2" 1574 382 405 0 0
3 TREMPEALEAU "Town of GALE Wards 1-3" 2120 460 597 0 3
3 TREMPEALEAU "Town of HALE Ward 1" 1248 259 364 0 1
3 TREMPEALEAU "Town of LINCOLN Wards 1-2" 684 167 175 0 0
3 TREMPEALEAU "Town of PIGEON Wards 1-2" 778 172 217 0 0
3 TREMPEALEAU "Town of PRESTON Wards 1-3" 964 197 285 0 0
3 TREMPEALEAU "Town of SUMNER Ward 1" 1020 230 279 0 1
3 TREMPEALEAU "Town of TREMPEALEAU Wards 1-2" 2426 568 644 0 1
3 TREMPEALEAU "Town of UNITY Wards 1-2" 634 122 194 0 1
3 TREMPEALEAU "Village of ELEVA Ward 1" 670 171 164 0 0
3 TREMPEALEAU "Village of ETTRICK Ward 1" 574 146 141 0 0
3 TREMPEALEAU "Village of PIGEON FALLS Ward 1" 404 109 93 0 0
3 TREMPEALEAU "Village of STRUM Wards 1-2" 1108 296 258 0 0
3 TREMPEALEAU "Village of TREMPEALEAU Wards 1-2" 2178 546 541 0 2
3 TREMPEALEAU "City of ARCADIA Wards 1-3" 1672 400 435 0 1
3 TREMPEALEAU "City of BLAIR Wards 1-3" 1116 281 277 0 0
3 TREMPEALEAU "City of GALESVILLE Wards 1-3" 1754 447 430 0 0
3 TREMPEALEAU "City of INDEPENDENCE Wards 1-3" 1012 232 274 0 0
3 TREMPEALEAU "City of OSSEO Wards 1-3" 1866 488 445 0 0
3 TREMPEALEAU "City of WHITEHALL Wards 1-3" 1550 406 369 0 0
3 VERNON "Town of BERGEN Wards 1-3" 1692 413 433 0 0
3 VERNON "Town of CHRISTIANA Wards 1-2" 1152 264 312 0 0
3 VERNON "Town of CLINTON Wards 1-2" 488 119 125 0 0
3 VERNON "Town of COON Wards 1-2" 946 259 214 0 0
3 VERNON "Town of FOREST Ward 1" 570 123 162 0 0
3 VERNON "Town of FRANKLIN Wards 1-2" 1266 314 319 0 0
3 VERNON "Town of GENOA Wards 1-2" 906 257 196 0 0
3 VERNON "Town of GREENWOOD Ward 1" 458 99 130 0 0
3 VERNON "Town of HAMBURG Wards 1-2" 1192 306 290 0 0
3 VERNON "Town of HARMONY Wards 1-3" 744 180 189 0 3
3 VERNON "Town of HILLSBORO Wards 1-3" 712 148 208 0 0
3 VERNON "Town of JEFFERSON Wards 1-4" 1412 354 352 0 0
3 VERNON "Town of KICKAPOO Ward 1" 568 168 116 0 0
3 VERNON "Town of LIBERTY Ward 1" 428 130 84 0 0
3 VERNON "Town of STARK Wards 1-2" 462 131 100 0 0
3 VERNON "Town of STERLING Ward 1" 672 138 198 0 0
3 VERNON "Town of UNION Wards 1-3" 472 126 110 0 0
3 VERNON "Town of VIROQUA Wards 1-4" 2220 601 509 0 0
3 VERNON "Town of WEBSTER Wards 1-2" 754 231 146 0 0
3 VERNON "Town of WHEATLAND Ward 1" 742 188 183 0 0
3 VERNON "Town of WHITESTOWN Ward 1" 522 117 144 0 0
3 VERNON "Village of CHASEBURG Ward 1" 314 83 74 0 0
3 VERNON "Village of COON VALLEY Ward 1" 920 268 192 0 0
3 VERNON "Village of DE SOTO Ward 1" 298 87 62 0 0
3 VERNON "Village of GENOA Ward 1" 292 83 63 0 0
3 VERNON "Village of LA FARGE Ward 1" 744 212 159 0 1
3 VERNON "Village of ONTARIO Ward 1" 418 90 119 0 0
3 VERNON "Village of READSTOWN Ward 1" 382 97 94 0 0
3 VERNON "Village of STODDARD Ward 1" 908 256 198 0 0
3 VERNON "VILLAGE OF VIOLA Ward 1" 196 48 50 0 0
3 VERNON "City of HILLSBORO Wards 1-4" 1350 329 346 0 0
3 VERNON "City of VIROQUA Wards 1-9" 4942 1615 856 0 0
3 VERNON "City of WESTBY Wards 1-5" 2504 723 527 0 2
3 WOOD "Town of CRANMOOR Ward 1" 204 45 57 0 0
3 WOOD "Town of GRAND RAPIDS Wards 1-11" 9762 2180 2699 0 2
3 WOOD "Town of MILLADORE Ward 1" 760 151 229 0 0
3 WOOD "Town of PORT EDWARDS Wards 1-4" 1532 308 458 0 0
3 WOOD "Town of RUDOLPH Wards 1-2" 1278 238 399 0 2
3 WOOD "Town of SARATOGA Wards 1-9" 6018 1129 1877 0 3
3 WOOD "Town of SENECA Wards 1-3" 1292 286 360 0 0
3 WOOD "Town of SHERRY Ward 1" 892 166 280 0 0
3 WOOD "Town of SIGEL Wards 1-3" 1234 240 377 0 0
3 WOOD "Village of BIRON Ward 1" 952 217 258 0 1
3 WOOD "Village of MILLADORE Ward 1" 294 63 84 0 0
3 WOOD "Village of PORT EDWARDS Wards 1-3" 2024 474 538 0 0
3 WOOD "Village of RUDOLPH Ward 1" 522 118 143 0 0
3 WOOD "Village of VESPER Ward 1" 606 117 186 0 0
3 WOOD "City of NEKOOSA Wards 1-4" 2388 506 688 0 0
3 WOOD "City of WISCONSIN RAPIDS Wards 1-10,22-23" 8472 2032 2202 0 2
3 WOOD "City of WISCONSIN RAPIDS Wards 11-21,24-29" 8952 2278 2196 0 2
4 MILWAUKEE "Village of BAYSIDE Wards 1,3" 2054 673 340 14 0
4 MILWAUKEE "Village of BAYSIDE Wards 2,4" 2498 845 379 25 0
4 MILWAUKEE "Village of BAYSIDE Ward 5" 1390 454 228 12 1
4 MILWAUKEE "Village of BROWN DEER Wards 1-2" 4864 1796 586 44 6
4 MILWAUKEE "Village of BROWN DEER Wards 3-4" 4872 1598 774 62 2
4 MILWAUKEE "Village of BROWN DEER Wards 5-6" 4832 1657 677 79 3
4 MILWAUKEE "Village of FOX POINT Wards 1-4" 4304 1322 789 38 3
4 MILWAUKEE "Village of FOX POINT Wards 5-9" 5448 1795 859 66 4
4 MILWAUKEE "Village of SHOREWOOD Wards 1-4" 6832 2689 646 74 7
4 MILWAUKEE "Village of SHOREWOOD Wards 5-8" 5726 2274 516 66 7
4 MILWAUKEE "Village of SHOREWOOD Wards 9-12" 5562 2260 462 55 4
4 MILWAUKEE "Village of WEST MILWAUKEE Wards 1-2,5" 1506 499 220 32 2
4 MILWAUKEE "Village of WEST MILWAUKEE Wards 3-4,6" 1780 570 282 36 2
4 MILWAUKEE "Village of WHITEFISH BAY Wards 1-2" 3196 880 687 30 1
4 MILWAUKEE "Village of WHITEFISH BAY Wards 3-4" 2960 918 532 30 0
4 MILWAUKEE "Village of WHITEFISH BAY Wards 5-6" 3276 991 612 34 1
4 MILWAUKEE "Village of WHITEFISH BAY Ward 7" 1634 560 244 12 1
4 MILWAUKEE "Village of WHITEFISH BAY Wards 8,10" 3616 1197 568 41 2
4 MILWAUKEE "Village of WHITEFISH BAY Wards 9,11" 3174 1112 436 38 1
4 MILWAUKEE "Village of WHITEFISH BAY Ward 12" 1950 576 382 16 1
4 MILWAUKEE "City of CUDAHY Wards 1-3" 3836 1159 689 67 3
4 MILWAUKEE "City of CUDAHY Wards 4-6" 3514 933 746 77 1
4 MILWAUKEE "City of CUDAHY Wards 7-9" 3072 828 649 56 3
4 MILWAUKEE "City of CUDAHY Wards 10-12" 3710 892 894 68 1
4 MILWAUKEE "City of CUDAHY Wards 13-15" 4248 1062 1004 57 1
4 MILWAUKEE "City of GLENDALE Wards 1,7" 2646 914 379 28 2
4 MILWAUKEE "City of GLENDALE Wards 2,8S" 1818 680 209 19 1
4 MILWAUKEE "City of GLENDALE Wards 3,9" 3038 1000 477 41 1
4 MILWAUKEE "City of GLENDALE Wards 4,10" 3260 1098 506 25 1
4 MILWAUKEE "City of GLENDALE Wards 5,11" 2592 872 388 36 0
4 MILWAUKEE "City of GLENDALE Wards 6,12" 2252 811 287 28 0
4 MILWAUKEE "City of GLENDALE Ward 8" 1048 334 181 9 0
4 MILWAUKEE "City of GLENDALE Ward 11S" 546 226 43 4 0
4 MILWAUKEE "City of MILWAUKEE Ward 1" 2318 956 180 22 1
4 MILWAUKEE "City of MILWAUKEE Ward 2" 702 320 25 6 0
4 MILWAUKEE "City of MILWAUKEE Ward 3" 1690 695 130 20 0
4 MILWAUKEE "City of MILWAUKEE Ward 4" 2870 1238 175 21 1
4 MILWAUKEE "City of MILWAUKEE Ward 5" 1538 655 94 19 1
4 MILWAUKEE "City of MILWAUKEE Ward 6" 3490 1378 321 46 0
4 MILWAUKEE "City of MILWAUKEE Ward 7" 1104 394 148 10 0
4 MILWAUKEE "City of MILWAUKEE Ward 8" 2932 1119 312 33 2
4 MILWAUKEE "City of MILWAUKEE Ward 9" 1480 631 99 9 1
4 MILWAUKEE "City of MILWAUKEE Ward 10" 2286 846 265 28 4
4 MILWAUKEE "City of MILWAUKEE Ward 11" 2022 841 151 19 0
4 MILWAUKEE "City of MILWAUKEE Ward 12" 1594 660 117 19 1
4 MILWAUKEE "City of MILWAUKEE Ward 13" 1014 395 105 7 0
4 MILWAUKEE "City of MILWAUKEE Ward 14" 1996 937 53 6 2
4 MILWAUKEE "City of MILWAUKEE Ward 15" 1508 523 214 17 0
4 MILWAUKEE "City of MILWAUKEE Ward 16" 2724 1186 134 40 2
4 MILWAUKEE "City of MILWAUKEE Ward 17" 1216 471 113 24 0
4 MILWAUKEE "City of MILWAUKEE Ward 18" 1722 732 121 8 0
4 MILWAUKEE "City of MILWAUKEE Ward 19" 1288 545 83 15 1
4 MILWAUKEE "City of MILWAUKEE Ward 20" 1782 799 79 13 0
4 MILWAUKEE "City of MILWAUKEE Ward 21" 1588 731 52 10 1
4 MILWAUKEE "City of MILWAUKEE Ward 22" 1390 603 84 8 0
4 MILWAUKEE "City of MILWAUKEE Ward 23" 592 255 29 12 0
4 MILWAUKEE "City of MILWAUKEE Ward 24" 680 311 22 7 0
4 MILWAUKEE "City of MILWAUKEE Ward 25" 1358 599 70 10 0
4 MILWAUKEE "City of MILWAUKEE Ward 26" 1364 605 58 18 1
4 MILWAUKEE "City of MILWAUKEE Ward 27" 1218 513 84 12 0
4 MILWAUKEE "City of MILWAUKEE Ward 28" 452 200 23 3 0
4 MILWAUKEE "City of MILWAUKEE Ward 29" 668 295 36 3 0
4 MILWAUKEE "City of MILWAUKEE Ward 30" 1274 547 73 15 2
4 MILWAUKEE "City of MILWAUKEE Ward 31" 1316 577 70 10 1
4 MILWAUKEE "City of MILWAUKEE Ward 32" 2902 1222 195 30 4
4 MILWAUKEE "City of MILWAUKEE Ward 33" 4014 1295 664 48 0
4 MILWAUKEE "City of MILWAUKEE Ward 34" 2258 830 257 42 0
4 MILWAUKEE "City of MILWAUKEE Ward 35" 1686 585 230 27 1
4 MILWAUKEE "City of MILWAUKEE Ward 36" 1566 680 85 16 2
4 MILWAUKEE "City of MILWAUKEE Ward 37" 1286 570 63 10 0
4 MILWAUKEE "City of MILWAUKEE Ward 38" 1062 485 42 4 0
4 MILWAUKEE "City of MILWAUKEE Ward 39" 1342 559 97 15 0
4 MILWAUKEE "City of MILWAUKEE Ward 40" 1256 574 40 14 0
4 MILWAUKEE "City of MILWAUKEE Ward 41" 1224 561 41 10 0
4 MILWAUKEE "City of MILWAUKEE Ward 42" 1754 809 54 13 1
4 MILWAUKEE "City of MILWAUKEE Ward 43" 494 233 10 4 0
4 MILWAUKEE "City of MILWAUKEE Ward 44" 1770 808 64 12 1
4 MILWAUKEE "City of MILWAUKEE Ward 45" 1700 766 70 14 0
4 MILWAUKEE "City of MILWAUKEE Ward 46" 970 448 33 4 0
4 MILWAUKEE "City of MILWAUKEE Ward 47" 1676 779 45 13 1
4 MILWAUKEE "City of MILWAUKEE Ward 48" 830 370 34 10 1
4 MILWAUKEE "City of MILWAUKEE Ward 49" 1118 517 31 10 1
4 MILWAUKEE "City of MILWAUKEE Ward 50" 1028 469 38 7 0
4 MILWAUKEE "City of MILWAUKEE Ward 51" 984 468 12 10 2
4 MILWAUKEE "City of MILWAUKEE Ward 52" 1378 637 45 6 1
4 MILWAUKEE "City of MILWAUKEE Ward 53" 758 345 27 7 0
4 MILWAUKEE "City of MILWAUKEE Ward 54" 854 415 9 3 0
4 MILWAUKEE "City of MILWAUKEE Ward 55" 2052 837 164 25 0
4 MILWAUKEE "City of MILWAUKEE Ward 56" 1284 617 18 7 0
4 MILWAUKEE "City of MILWAUKEE Ward 57" 1616 776 21 10 1
4 MILWAUKEE "City of MILWAUKEE Ward 58" 1258 606 16 5 2
4 MILWAUKEE "City of MILWAUKEE Ward 59" 2320 1118 32 7 3
4 MILWAUKEE "City of MILWAUKEE Ward 60" 1500 727 15 8 0
4 MILWAUKEE "City of MILWAUKEE Ward 61" 1316 635 19 4 0
4 MILWAUKEE "City of MILWAUKEE Ward 62" 1068 512 13 8 1
4 MILWAUKEE "City of MILWAUKEE Ward 63" 1062 512 11 7 1
4 MILWAUKEE "City of MILWAUKEE Ward 64" 2364 1127 38 17 0
4 MILWAUKEE "City of MILWAUKEE Ward 65" 1940 925 33 11 1
4 MILWAUKEE "City of MILWAUKEE Ward 66" 1120 536 15 9 0
4 MILWAUKEE "City of MILWAUKEE Ward 67" 1034 490 17 9 1
4 MILWAUKEE "City of MILWAUKEE Ward 68" 1900 867 72 11 0
4 MILWAUKEE "City of MILWAUKEE Ward 69" 1582 752 34 5 0
4 MILWAUKEE "City of MILWAUKEE Ward 70" 2262 1048 61 22 0
4 MILWAUKEE "City of MILWAUKEE Ward 71" 1336 624 38 6 0
4 MILWAUKEE "City of MILWAUKEE Ward 72" 1828 842 58 14 0
4 MILWAUKEE "City of MILWAUKEE Ward 73" 1920 864 84 11 1
4 MILWAUKEE "City of MILWAUKEE Ward 74" 1304 590 55 7 0
4 MILWAUKEE "City of MILWAUKEE Ward 75" 1364 555 113 14 0
4 MILWAUKEE "City of MILWAUKEE Ward 76" 1314 594 58 5 0
4 MILWAUKEE "City of MILWAUKEE Ward 77" 1226 511 93 9 0
4 MILWAUKEE "City of MILWAUKEE Ward 78" 2050 871 138 14 2
4 MILWAUKEE "City of MILWAUKEE Ward 79" 2190 913 158 24 0
4 MILWAUKEE "City of MILWAUKEE Ward 80" 2882 1033 369 38 1
4 MILWAUKEE "City of MILWAUKEE Ward 81" 1248 365 235 22 2
4 MILWAUKEE "City of MILWAUKEE Ward 82" 1660 491 312 27 0
4 MILWAUKEE "City of MILWAUKEE Ward 83" 1994 614 354 29 0
4 MILWAUKEE "City of MILWAUKEE Ward 84" 1384 439 228 24 1
4 MILWAUKEE "City of MILWAUKEE Ward 85" 1844 577 311 34 0
4 MILWAUKEE "City of MILWAUKEE Ward 86" 1820 596 293 20 1
4 MILWAUKEE "City of MILWAUKEE Ward 87" 1164 402 164 16 0
4 MILWAUKEE "City of MILWAUKEE Ward 88" 1598 586 189 24 0
4 MILWAUKEE "City of MILWAUKEE Ward 89" 1996 716 253 29 0
4 MILWAUKEE "City of MILWAUKEE Ward 90" 1900 717 212 21 0
4 MILWAUKEE "City of MILWAUKEE Ward 91" 2518 1120 115 24 0
4 MILWAUKEE "City of MILWAUKEE Ward 92" 2650 1027 265 32 1
4 MILWAUKEE "City of MILWAUKEE Ward 93" 1330 461 182 20 2
4 MILWAUKEE "City of MILWAUKEE Ward 94" 878 410 26 3 0
4 MILWAUKEE "City of MILWAUKEE Ward 95" 1068 488 34 12 0
4 MILWAUKEE "City of MILWAUKEE Ward 96" 1940 837 122 11 0
4 MILWAUKEE "City of MILWAUKEE Ward 97" 1848 693 211 20 0
4 MILWAUKEE "City of MILWAUKEE Ward 98" 1324 627 28 3 4
4 MILWAUKEE "City of MILWAUKEE Ward 99" 2064 928 88 14 2
4 MILWAUKEE "City of MILWAUKEE Ward 100" 1224 572 32 8 0
4 MILWAUKEE "City of MILWAUKEE Ward 101" 1826 878 19 16 0
4 MILWAUKEE "City of MILWAUKEE Ward 102" 2258 1065 49 13 2
4 MILWAUKEE "City of MILWAUKEE Ward 103" 2484 1143 80 19 0
4 MILWAUKEE "City of MILWAUKEE Ward 104" 2004 967 25 10 0
4 MILWAUKEE "City of MILWAUKEE Ward 105" 858 414 11 4 0
4 MILWAUKEE "City of MILWAUKEE Ward 106" 638 301 14 4 0
4 MILWAUKEE "City of MILWAUKEE Ward 107" 1200 584 9 6 1
4 MILWAUKEE "City of MILWAUKEE Ward 108" 1218 578 19 10 2
4 MILWAUKEE "City of MILWAUKEE Ward 109" 1252 604 15 6 1
4 MILWAUKEE "City of MILWAUKEE Ward 110" 674 321 11 5 0
4 MILWAUKEE "City of MILWAUKEE Ward 111" 946 449 13 11 0
4 MILWAUKEE "City of MILWAUKEE Ward 112" 1166 565 14 3 1
4 MILWAUKEE "City of MILWAUKEE Ward 113" 998 484 9 6 0
4 MILWAUKEE "City of MILWAUKEE Ward 114" 972 464 12 10 0
4 MILWAUKEE "City of MILWAUKEE Ward 115" 1602 783 11 7 0
4 MILWAUKEE "City of MILWAUKEE Ward 116" 798 389 5 5 0
4 MILWAUKEE "City of MILWAUKEE Ward 117" 950 458 8 8 1
4 MILWAUKEE "City of MILWAUKEE Ward 118" 1124 534 18 10 0
4 MILWAUKEE "City of MILWAUKEE Ward 119" 1130 541 16 7 1
4 MILWAUKEE "City of MILWAUKEE Ward 120" 936 444 17 7 0
4 MILWAUKEE "City of MILWAUKEE Ward 121" 1294 614 18 14 1
4 MILWAUKEE "City of MILWAUKEE Ward 122" 1318 618 29 12 0
4 MILWAUKEE "City of MILWAUKEE Ward 123" 1752 792 60 24 0
4 MILWAUKEE "City of MILWAUKEE Ward 124" 1190 524 57 14 0
4 MILWAUKEE "City of MILWAUKEE Ward 125" 2268 987 116 29 2
4 MILWAUKEE "City of MILWAUKEE Ward 126" 1780 787 71 31 1
4 MILWAUKEE "City of MILWAUKEE Ward 127" 2456 968 214 42 4
4 MILWAUKEE "City of MILWAUKEE Ward 128" 2584 1009 237 42 4
4 MILWAUKEE "City of MILWAUKEE Ward 129" 1934 757 187 22 1
4 MILWAUKEE "City of MILWAUKEE Ward 130" 686 247 81 15 0
4 MILWAUKEE "City of MILWAUKEE Ward 131" 2236 792 291 32 3
4 MILWAUKEE "City of MILWAUKEE Ward 132" 3172 1157 395 33 1
4 MILWAUKEE "City of MILWAUKEE Ward 133" 1632 677 112 27 0
4 MILWAUKEE "City of MILWAUKEE Ward 134" 1786 742 126 23 2
4 MILWAUKEE "City of MILWAUKEE Ward 135" 2498 1021 181 46 1
4 MILWAUKEE "City of MILWAUKEE Ward 136" 1736 712 130 26 0
4 MILWAUKEE "City of MILWAUKEE Ward 137" 1300 543 83 18 6
4 MILWAUKEE "City of MILWAUKEE Ward 138" 3826 1736 132 43 2
4 MILWAUKEE "City of MILWAUKEE Ward 139" 2592 1142 112 38 4
4 MILWAUKEE "City of MILWAUKEE Ward 140" 710 327 15 11 2
4 MILWAUKEE "City of MILWAUKEE Ward 141" 1124 524 25 10 3
4 MILWAUKEE "City of MILWAUKEE Ward 142" 1240 587 20 12 1
4 MILWAUKEE "City of MILWAUKEE Ward 143" 920 440 12 8 0
4 MILWAUKEE "City of MILWAUKEE Ward 144" 692 332 8 5 1
4 MILWAUKEE "City of MILWAUKEE Ward 145" 416 204 2 2 0
4 MILWAUKEE "City of MILWAUKEE Ward 146" 366 177 3 3 0
4 MILWAUKEE "City of MILWAUKEE Ward 147" 1426 684 21 7 1
4 MILWAUKEE "City of MILWAUKEE Ward 148" 1092 522 18 6 0
4 MILWAUKEE "City of MILWAUKEE Ward 149" 1322 621 31 9 0
4 MILWAUKEE "City of MILWAUKEE Ward 150" 1156 541 29 7 1
4 MILWAUKEE "City of MILWAUKEE Ward 151" 816 385 16 6 1
4 MILWAUKEE "City of MILWAUKEE Ward 152" 690 322 16 7 0
4 MILWAUKEE "City of MILWAUKEE Ward 153" 1320 616 36 8 0
4 MILWAUKEE "City of MILWAUKEE Ward 154" 1034 484 23 9 1
4 MILWAUKEE "City of MILWAUKEE Ward 155" 920 426 27 7 0
4 MILWAUKEE "City of MILWAUKEE Ward 156" 1370 630 38 16 1
4 MILWAUKEE "City of MILWAUKEE Ward 157" 990 433 53 6 3
4 MILWAUKEE "City of MILWAUKEE Ward 158" 912 428 20 7 1
4 MILWAUKEE "City of MILWAUKEE Ward 159" 886 394 39 10 0
4 MILWAUKEE "City of MILWAUKEE Ward 160" 1102 531 12 8 0
4 MILWAUKEE "City of MILWAUKEE Ward 161" 374 183 4 0 0
4 MILWAUKEE "City of MILWAUKEE Ward 162" 682 312 20 9 0
4 MILWAUKEE "City of MILWAUKEE Ward 163" 1210 559 30 15 1
4 MILWAUKEE "City of MILWAUKEE Ward 164" 1556 682 82 14 0
4 MILWAUKEE "City of MILWAUKEE Ward 165" 1514 613 118 23 3
4 MILWAUKEE "City of MILWAUKEE Ward 166" 624 265 38 8 1
4 MILWAUKEE "City of MILWAUKEE Ward 167" 1612 644 139 22 1
4 MILWAUKEE "City of MILWAUKEE Ward 168" 2952 1142 299 34 1
4 MILWAUKEE "City of MILWAUKEE Ward 169" 872 401 23 11 1
4 MILWAUKEE "City of MILWAUKEE Ward 170" 728 331 23 10 0
4 MILWAUKEE "City of MILWAUKEE Ward 171" 276 120 12 6 0
4 MILWAUKEE "City of MILWAUKEE Ward 172" 850 397 21 7 0
4 MILWAUKEE "City of MILWAUKEE Ward 173" 1182 562 17 10 2
4 MILWAUKEE "City of MILWAUKEE Ward 174" 1636 774 29 12 3
4 MILWAUKEE "City of MILWAUKEE Ward 175" 1120 512 44 3 1
4 MILWAUKEE "City of MILWAUKEE Ward 176" 1394 646 34 17 0
4 MILWAUKEE "City of MILWAUKEE Ward 177" 4296 1696 399 52 1
4 MILWAUKEE "City of MILWAUKEE Ward 178" 3380 1289 343 57 1
4 MILWAUKEE "City of MILWAUKEE Ward 179" 3056 1271 214 43 0
4 MILWAUKEE "City of MILWAUKEE Ward 180" 2330 884 249 32 0
4 MILWAUKEE "City of MILWAUKEE Ward 181" 3224 1185 375 48 4
4 MILWAUKEE "City of MILWAUKEE Ward 182" 3186 1247 291 54 1
4 MILWAUKEE "City of MILWAUKEE Ward 183" 4808 1763 570 70 1
4 MILWAUKEE "City of MILWAUKEE Ward 184" 2926 1044 374 44 1
4 MILWAUKEE "City of MILWAUKEE Ward 185" 3932 1418 491 56 1
4 MILWAUKEE "City of MILWAUKEE Ward 186" 4968 1606 814 60 4
4 MILWAUKEE "City of MILWAUKEE Ward 187" 1442 525 176 18 2
4 MILWAUKEE "City of MILWAUKEE Ward 188" 1116 405 139 13 1
4 MILWAUKEE "City of MILWAUKEE Ward 189" 1536 599 153 15 1
4 MILWAUKEE "City of MILWAUKEE Ward 190" 1774 642 224 20 1
4 MILWAUKEE "City of MILWAUKEE Ward 191" 1058 356 159 14 0
4 MILWAUKEE "City of MILWAUKEE Ward 192" 1600 615 166 17 2
4 MILWAUKEE "City of MILWAUKEE Ward 193" 1092 489 45 12 0
4 MILWAUKEE "City of MILWAUKEE Ward 194" 976 427 50 11 0
4 MILWAUKEE "City of MILWAUKEE Ward 195" 828 363 39 11 1
4 MILWAUKEE "City of MILWAUKEE Ward 196" 1414 615 68 22 2
4 MILWAUKEE "City of MILWAUKEE Ward 197" 604 255 37 9 1
4 MILWAUKEE "City of MILWAUKEE Ward 198" 1184 523 59 8 2
4 MILWAUKEE "City of MILWAUKEE Ward 199" 958 444 23 12 0
